market_hash_name,name,variant,exterior,coleccion,rareza,float_min,float_max,currency,listing_min,listing_median,sales_median_24h,sales_median_7d,sales_median_30d,sales_median_90d,vol_24h,vol_7d,vol_30d,vol_90d,delta_24h_vs_7d_pct,delta_7d_vs_30d_pct,source,last_updated_unix
AK-47 | Aquamarine Revenge (Factory New),AK-47 | Aquamarine Revenge,normal,Factory New,The Falchion Collection,covert,0.0,1.0,USD,374.95,386.99,,287.55,236.03,214.78,0,11,37,87,,21.827733762657296,Skinport,1757810067
MP9 | Ruby Poison Dart (Field-Tested),MP9 | Ruby Poison Dart,normal,Field-Tested,The Falchion Collection,restricted,0.0,0.5,USD,1.24,2.1,1.17,1.06,0.96,1.06,2,16,57,202,10.377358490566026,10.416666666666677,Skinport,1757810067
MP9 | Ruby Poison Dart (Well-Worn),MP9 | Ruby Poison Dart,normal,Well-Worn,The Falchion Collection,restricted,0.0,0.5,USD,1.22,1.71,,,1.02,1.08,0,0,3,12,,,Skinport,1757810067
MP9 | Ruby Poison Dart (Battle-Scarred),MP9 | Ruby Poison Dart,normal,Battle-Scarred,The Falchion Collection,restricted,0.0,0.5,USD,0.89,1.57,,,,0.79,0,0,0,4,,,Skinport,1757810067
StatTrak™ MP9 | Ruby Poison Dart (Factory New),MP9 | Ruby Poison Dart,stattrak,Factory New,The Falchion Collection,restricted,0.0,0.5,USD,8.68,19.28,,7.13,8.28,9.58,0,5,22,78,,-13.888888888888884,Skinport,1757810067
StatTrak™ MP9 | Ruby Poison Dart (Minimal Wear),MP9 | Ruby Poison Dart,stattrak,Minimal Wear,The Falchion Collection,restricted,0.0,0.5,USD,3.89,6.09,4.33,3.86,4.14,4.48,1,11,35,107,12.176165803108814,-6.763285024154585,Skinport,1757810067
StatTrak™ MP9 | Ruby Poison Dart (Field-Tested),MP9 | Ruby Poison Dart,stattrak,Field-Tested,The Falchion Collection,restricted,0.0,0.5,USD,4.33,4.64,2.25,2.25,2.31,2.93,1,3,19,52,0.0,-2.5974025974025996,Skinport,1757810067
StatTrak™ MP9 | Ruby Poison Dart (Well-Worn),MP9 | Ruby Poison Dart,stattrak,Well-Worn,The Falchion Collection,restricted,0.0,0.5,USD,3.61,4.95,,3.55,2.88,3.0,0,1,2,4,,23.263888888888886,Skinport,1757810067
StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred),MP9 | Ruby Poison Dart,stattrak,Battle-Scarred,The Falchion Collection,restricted,0.0,0.5,USD,4.8,5.03,,,,2.57,0,0,0,1,,,Skinport,1757810067
MP9 | Sand Dashed (Factory New),MP9 | Sand Dashed,normal,Factory New,The Dust 2 Collection,consumer,0.0,1.0,USD,0.56,0.56,,0.07,0.07,0.08,0,3,4,20,,0.0,Skinport,1757810067
MP9 | Sand Dashed (Minimal Wear),MP9 | Sand Dashed,normal,Minimal Wear,The Dust 2 Collection,consumer,0.0,1.0,USD,0.02,0.04,0.02,0.02,0.02,0.02,3,8,130,261,0.0,0.0,Skinport,1757810067
MP9 | Sand Dashed (Field-Tested),MP9 | Sand Dashed,normal,Field-Tested,The Dust 2 Collection,consumer,0.0,1.0,USD,0.02,0.02,0.02,0.02,0.02,0.02,4,12,35,104,0.0,0.0,Skinport,1757810067
MP9 | Sand Dashed (Well-Worn),MP9 | Sand Dashed,normal,Well-Worn,The Dust 2 Collection,consumer,0.0,1.0,USD,0.02,0.02,,0.02,0.02,0.02,0,4,6,17,,0.0,Skinport,1757810067
MP9 | Sand Dashed (Battle-Scarred),MP9 | Sand Dashed,normal,Battle-Scarred,The Dust 2 Collection,consumer,0.0,1.0,USD,0.02,0.02,,0.02,0.02,0.02,0,4,6,22,,0.0,Skinport,1757810067
MP9 | Sand Scale (Factory New),MP9 | Sand Scale,normal,Factory New,The Glove Collection,mil-spec,0.0,0.45,USD,0.9,2.63,,0.54,0.52,0.36,0,10,18,63,,3.8461538461538494,Skinport,1757810067
MP9 | Sand Scale (Minimal Wear),MP9 | Sand Scale,normal,Minimal Wear,The Glove Collection,mil-spec,0.0,0.45,USD,0.27,0.3,,0.29,0.26,0.22,0,4,15,49,,11.538461538461526,Skinport,1757810067
MP9 | Sand Scale (Field-Tested),MP9 | Sand Scale,normal,Field-Tested,The Glove Collection,mil-spec,0.0,0.45,USD,0.22,0.32,,,0.27,0.22,0,0,14,57,,,Skinport,1757810067
MP9 | Sand Scale (Well-Worn),MP9 | Sand Scale,normal,Well-Worn,The Glove Collection,mil-spec,0.0,0.45,USD,0.19,3.52,,,0.27,0.19,0,0,4,11,,,Skinport,1757810067
StatTrak™ MP9 | Sand Scale (Factory New),MP9 | Sand Scale,stattrak,Factory New,The Glove Collection,mil-spec,0.0,0.45,USD,1.47,2.81,,,1.15,1.16,0,0,4,15,,,Skinport,1757810067
StatTrak™ MP9 | Sand Scale (Minimal Wear),MP9 | Sand Scale,stattrak,Minimal Wear,The Glove Collection,mil-spec,0.0,0.45,USD,0.55,0.88,0.5,0.5,0.55,0.64,1,1,4,10,0.0,-9.090909090909099,Skinport,1757810067
StatTrak™ MP9 | Sand Scale (Field-Tested),MP9 | Sand Scale,stattrak,Field-Tested,The Glove Collection,mil-spec,0.0,0.45,USD,0.4,1.29,,,0.33,0.32,0,0,8,17,,,Skinport,1757810067
StatTrak™ MP9 | Sand Scale (Well-Worn),MP9 | Sand Scale,stattrak,Well-Worn,The Glove Collection,mil-spec,0.0,0.45,USD,0.34,0.59,,,,0.29,0,0,0,1,,,Skinport,1757810067
MP9 | Setting Sun (Factory New),MP9 | Setting Sun,normal,Factory New,The Cache Collection,mil-spec,0.0,1.0,USD,33.42,50.78,,19.1,18.59,16.46,0,8,18,42,,2.7434104357181366,Skinport,1757810067
MP9 | Setting Sun (Minimal Wear),MP9 | Setting Sun,normal,Minimal Wear,The Cache Collection,mil-spec,0.0,1.0,USD,13.93,13.93,13.31,13.31,13.31,12.78,2,4,6,30,0.0,0.0,Skinport,1757810067
MP9 | Setting Sun (Field-Tested),MP9 | Setting Sun,normal,Field-Tested,The Cache Collection,mil-spec,0.0,1.0,USD,10.54,14.06,,8.96,9.82,9.38,0,2,7,15,,-8.757637474541745,Skinport,1757810067
MP9 | Setting Sun (Well-Worn),MP9 | Setting Sun,normal,Well-Worn,The Cache Collection,mil-spec,0.0,1.0,USD,7.83,46.91,,,,7.61,0,0,0,1,,,Skinport,1757810067
MP9 | Setting Sun (Battle-Scarred),MP9 | Setting Sun,normal,Battle-Scarred,The Cache Collection,mil-spec,0.0,1.0,USD,10.53,26.33,,7.33,7.33,7.33,0,1,1,1,,0.0,Skinport,1757810067
MP9 | Shredded (Factory New),MP9 | Shredded,normal,Factory New,The Radiant Collection,mil-spec,0.0,0.6,USD,5.15,9.32,4.68,4.01,4.01,4.55,3,12,30,66,16.708229426433917,0.0,Skinport,1757810067
MP9 | Shredded (Minimal Wear),MP9 | Shredded,normal,Minimal Wear,The Radiant Collection,mil-spec,0.0,0.6,USD,3.48,5.46,3.48,3.48,3.48,4.07,1,3,15,65,0.0,0.0,Skinport,1757810067
MP9 | Shredded (Field-Tested),MP9 | Shredded,normal,Field-Tested,The Radiant Collection,mil-spec,0.0,0.6,USD,1.62,3.45,,1.95,1.62,2.15,0,1,22,57,,20.37037037037036,Skinport,1757810067
MP9 | Shredded (Well-Worn),MP9 | Shredded,normal,Well-Worn,The Radiant Collection,mil-spec,0.0,0.6,USD,3.05,3.05,,,0.82,2.13,0,0,1,4,,,Skinport,1757810067
MP9 | Shredded (Battle-Scarred),MP9 | Shredded,normal,Battle-Scarred,The Radiant Collection,mil-spec,0.0,0.6,USD,2.06,4.05,,,,,0,0,0,0,,,Skinport,1757810067
MP9 | Slide (Factory New),MP9 | Slide,normal,Factory New,The 2018 Inferno Collection,consumer,0.06,0.8,USD,0.5,0.57,,0.06,0.06,0.07,0,1,7,17,,0.0,Skinport,1757810067
MP9 | Slide (Minimal Wear),MP9 | Slide,normal,Minimal Wear,The 2018 Inferno Collection,consumer,0.06,0.8,USD,0.02,0.04,,0.02,0.02,0.02,0,25,37,336,,0.0,Skinport,1757810067
MP9 | Slide (Field-Tested),MP9 | Slide,normal,Field-Tested,The 2018 Inferno Collection,consumer,0.06,0.8,USD,0.02,0.02,0.02,0.02,0.02,0.02,2,11,50,198,0.0,0.0,Skinport,1757810067
MP9 | Slide (Well-Worn),MP9 | Slide,normal,Well-Worn,The 2018 Inferno Collection,consumer,0.06,0.8,USD,0.02,0.02,,,0.02,0.02,0,0,4,21,,,Skinport,1757810067
MP9 | Slide (Battle-Scarred),MP9 | Slide,normal,Battle-Scarred,The 2018 Inferno Collection,consumer,0.06,0.8,USD,0.02,0.02,,0.02,0.02,0.02,0,2,7,28,,0.0,Skinport,1757810067
MP9 | Stained Glass (Factory New),MP9 | Stained Glass,normal,Factory New,The Canals Collection,restricted,0.0,0.5,USD,149.53,249.34,146.81,138.94,126.19,130.78,3,6,13,30,5.66431553188427,10.103811712497029,Skinport,1757810067
MP9 | Stained Glass (Minimal Wear),MP9 | Stained Glass,normal,Minimal Wear,The Canals Collection,restricted,0.0,0.5,USD,134.13,134.13,,,,102.2,0,0,0,6,,,Skinport,1757810067
MP9 | Stained Glass (Field-Tested),MP9 | Stained Glass,normal,Field-Tested,The Canals Collection,restricted,0.0,0.5,USD,114.91,114.91,,,,90.49,0,0,0,2,,,Skinport,1757810067
MP9 | Stained Glass (Well-Worn),MP9 | Stained Glass,normal,Well-Worn,The Canals Collection,restricted,0.0,0.5,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
MP9 | Stained Glass (Battle-Scarred),MP9 | Stained Glass,normal,Battle-Scarred,The Canals Collection,restricted,0.0,0.5,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
MP9 | Starlight Protector (Factory New),MP9 | Starlight Protector,normal,Factory New,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,20.7,46.91,31.85,22.27,18.05,16.7,2,55,139,308,43.01751234845084,23.379501385041543,Skinport,1757810067
MP9 | Starlight Protector (Minimal Wear),MP9 | Starlight Protector,normal,Minimal Wear,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,6.05,7.6,5.82,5.92,6.07,6.4,10,81,299,926,-1.689189189189183,-2.4711696869851787,Skinport,1757810067
MP9 | Starlight Protector (Field-Tested),MP9 | Starlight Protector,normal,Field-Tested,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,2.57,2.9,2.46,2.51,2.54,2.69,19,116,498,1597,-1.9920318725099533,-1.181102362204734,Skinport,1757810067
MP9 | Starlight Protector (Well-Worn),MP9 | Starlight Protector,normal,Well-Worn,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,2.58,4.14,,2.33,2.67,2.67,0,1,21,51,,-12.734082397003741,Skinport,1757810067
MP9 | Starlight Protector (Battle-Scarred),MP9 | Starlight Protector,normal,Battle-Scarred,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,1.56,3.37,2.16,1.93,2.15,2.18,2,17,74,246,11.917098445595865,-10.232558139534884,Skinport,1757810067
StatTrak™ MP9 | Starlight Protector (Factory New),MP9 | Starlight Protector,stattrak,Factory New,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,55.66,108.46,,52.49,54.99,60.35,0,4,7,34,,-4.546281142025823,Skinport,1757810067
StatTrak™ MP9 | Starlight Protector (Minimal Wear),MP9 | Starlight Protector,stattrak,Minimal Wear,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,19.35,30.48,16.83,17.0,17.0,18.6,2,11,49,170,-1.00000000000001,0.0,Skinport,1757810067
StatTrak™ MP9 | Starlight Protector (Field-Tested),MP9 | Starlight Protector,stattrak,Field-Tested,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,7.53,7.81,7.81,7.81,7.79,8.02,1,14,71,245,0.0,0.25673940949935264,Skinport,1757810067
StatTrak™ MP9 | Starlight Protector (Well-Worn),MP9 | Starlight Protector,stattrak,Well-Worn,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,10.95,11.29,,,7.78,7.7,0,0,2,4,,,Skinport,1757810067
StatTrak™ MP9 | Starlight Protector (Battle-Scarred),MP9 | Starlight Protector,stattrak,Battle-Scarred,The Dreams & Nightmares Collection,covert,0.0,0.8,USD,8.2,9.85,,6.24,6.09,6.45,0,1,11,36,,2.463054187192124,Skinport,1757810067
MP9 | Storm (Factory New),MP9 | Storm,normal,Factory New,The Overpass Collection,consumer,0.0,1.0,USD,64.51,111.41,,,43.95,29.49,0,0,2,8,,,Skinport,1757810067
MP9 | Storm (Minimal Wear),MP9 | Storm,normal,Minimal Wear,The Overpass Collection,consumer,0.0,1.0,USD,6.45,11.73,3.67,3.86,3.21,3.88,1,4,18,49,-4.922279792746113,20.24922118380062,Skinport,1757810067
MP9 | Storm (Field-Tested),MP9 | Storm,normal,Field-Tested,The Overpass Collection,consumer,0.0,1.0,USD,0.79,1.52,,0.8,0.81,0.89,0,4,9,37,,-1.234567901234569,Skinport,1757810067
MP9 | Storm (Well-Worn),MP9 | Storm,normal,Well-Worn,The Overpass Collection,consumer,0.0,1.0,USD,0.83,1.5,,,0.84,0.84,0,0,4,4,,,Skinport,1757810067
MP9 | Storm (Battle-Scarred),MP9 | Storm,normal,Battle-Scarred,The Overpass Collection,consumer,0.0,1.0,USD,0.41,0.48,,0.39,0.4,0.54,0,3,4,16,,-2.500000000000002,Skinport,1757810067
MP9 | Wild Lily (Factory New),MP9 | Wild Lily,normal,Factory New,The St. Marc Collection,classified,0.0,0.7,USD,3752.64,3760.37,,,,3575.56,0,0,0,1,,,Skinport,1757810067
MP9 | Wild Lily (Minimal Wear),MP9 | Wild Lily,normal,Minimal Wear,The St. Marc Collection,classified,0.0,0.7,USD,3144.78,3144.78,,,,,0,0,0,0,,,Skinport,1757810067
MP9 | Wild Lily (Field-Tested),MP9 | Wild Lily,normal,Field-Tested,The St. Marc Collection,classified,0.0,0.7,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
MP9 | Wild Lily (Well-Worn),MP9 | Wild Lily,normal,Well-Worn,The St. Marc Collection,classified,0.0,0.7,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
MP9 | Wild Lily (Battle-Scarred),MP9 | Wild Lily,normal,Battle-Scarred,The St. Marc Collection,classified,0.0,0.7,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Negev | Anodized Navy (Factory New),Negev | Anodized Navy,normal,Factory New,The Assault Collection,mil-spec,0.0,0.08,USD,526.54,887.15,,,,432.75,0,0,0,2,,,Skinport,1757810067
Negev | Anodized Navy (Minimal Wear),Negev | Anodized Navy,normal,Minimal Wear,The Assault Collection,mil-spec,0.0,0.08,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Negev | Army Sheen (Factory New),Negev | Army Sheen,normal,Factory New,The Bank Collection,consumer,0.0,0.3,USD,0.08,0.35,0.07,0.07,0.07,0.07,24,81,182,457,0.0,0.0,Skinport,1757810067
Negev | Army Sheen (Minimal Wear),Negev | Army Sheen,normal,Minimal Wear,The Bank Collection,consumer,0.0,0.3,USD,0.04,1.17,0.02,0.02,0.02,0.04,2,164,260,797,0.0,0.0,Skinport,1757810067
Negev | Army Sheen (Field-Tested),Negev | Army Sheen,normal,Field-Tested,The Bank Collection,consumer,0.0,0.3,USD,0.04,0.06,0.05,0.02,0.02,0.04,1,89,151,327,150.0,0.0,Skinport,1757810067
Negev | Boroque Sand (Factory New),Negev | Boroque Sand,normal,Factory New,The Canals Collection,consumer,0.0,1.0,USD,9.96,11.72,,8.78,9.96,7.55,0,1,3,8,,-11.847389558232946,Skinport,1757810067
Negev | Boroque Sand (Minimal Wear),Negev | Boroque Sand,normal,Minimal Wear,The Canals Collection,consumer,0.0,1.0,USD,2.37,6.38,,,1.89,1.76,0,0,3,7,,,Skinport,1757810067
Negev | Boroque Sand (Field-Tested),Negev | Boroque Sand,normal,Field-Tested,The Canals Collection,consumer,0.0,1.0,USD,1.75,2.63,,1.64,1.56,1.52,0,2,15,20,,5.128205128205118,Skinport,1757810067
Negev | Boroque Sand (Well-Worn),Negev | Boroque Sand,normal,Well-Worn,The Canals Collection,consumer,0.0,1.0,USD,2.08,2.1,,1.17,1.17,1.21,0,2,2,7,,0.0,Skinport,1757810067
Negev | Boroque Sand (Battle-Scarred),Negev | Boroque Sand,normal,Battle-Scarred,The Canals Collection,consumer,0.0,1.0,USD,1.03,3.72,,,1.36,1.23,0,0,1,5,,,Skinport,1757810067
Negev | Bratatat (Factory New),Negev | Bratatat,normal,Factory New,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,7.34,13.94,,5.52,6.14,6.44,0,1,6,11,,-10.097719869706841,Skinport,1757810067
Negev | Bratatat (Minimal Wear),Negev | Bratatat,normal,Minimal Wear,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,2.17,3.03,,,2.24,2.39,0,0,7,20,,,Skinport,1757810067
Negev | Bratatat (Field-Tested),Negev | Bratatat,normal,Field-Tested,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,1.27,2.7,,1.21,1.24,1.38,0,1,2,15,,-2.4193548387096793,Skinport,1757810067
Negev | Bratatat (Well-Worn),Negev | Bratatat,normal,Well-Worn,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,1.16,2.29,,1.06,1.16,1.31,0,2,3,6,,-8.620689655172404,Skinport,1757810067
Negev | Bratatat (Battle-Scarred),Negev | Bratatat,normal,Battle-Scarred,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,0.96,1.59,,,,1.29,0,0,0,3,,,Skinport,1757810067
StatTrak™ Negev | Bratatat (Factory New),Negev | Bratatat,stattrak,Factory New,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,24.74,57.79,,,,24.76,0,0,0,5,,,Skinport,1757810067
StatTrak™ Negev | Bratatat (Minimal Wear),Negev | Bratatat,stattrak,Minimal Wear,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,5.37,12.17,,8.5,4.47,5.16,0,1,11,29,,90.15659955257271,Skinport,1757810067
StatTrak™ Negev | Bratatat (Field-Tested),Negev | Bratatat,stattrak,Field-Tested,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,2.23,4.1,,3.91,2.65,2.6,0,1,6,12,,47.547169811320764,Skinport,1757810067
StatTrak™ Negev | Bratatat (Well-Worn),Negev | Bratatat,stattrak,Well-Worn,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,2.13,2.54,,2.11,2.28,2.1,0,2,3,9,,-7.456140350877191,Skinport,1757810067
StatTrak™ Negev | Bratatat (Battle-Scarred),Negev | Bratatat,stattrak,Battle-Scarred,The eSports 2014 Summer Collection,mil-spec,0.0,1.0,USD,2.16,3.42,,1.75,1.75,2.8,0,1,1,3,,0.0,Skinport,1757810067
Negev | Bulkhead (Factory New),Negev | Bulkhead,normal,Factory New,The 2018 Nuke Collection,industrial,0.0,0.5,USD,0.19,1.2,0.19,0.21,0.19,0.21,1,46,100,366,-9.523809523809518,10.52631578947368,Skinport,1757810067
Negev | Bulkhead (Minimal Wear),Negev | Bulkhead,normal,Minimal Wear,The 2018 Nuke Collection,industrial,0.0,0.5,USD,0.08,0.45,0.09,0.08,0.08,0.08,2,58,102,235,12.499999999999993,0.0,Skinport,1757810067
Negev | Bulkhead (Field-Tested),Negev | Bulkhead,normal,Field-Tested,The 2018 Nuke Collection,industrial,0.0,0.5,USD,0.04,0.38,0.05,0.04,0.04,0.05,4,35,79,292,25.000000000000007,0.0,Skinport,1757810067
Negev | Bulkhead (Well-Worn),Negev | Bulkhead,normal,Well-Worn,The 2018 Nuke Collection,industrial,0.0,0.5,USD,0.04,0.06,,0.04,0.05,0.05,0,1,11,15,,-20.000000000000004,Skinport,1757810067
Negev | Bulkhead (Battle-Scarred),Negev | Bulkhead,normal,Battle-Scarred,The 2018 Nuke Collection,industrial,0.0,0.5,USD,0.04,0.06,,,0.04,0.05,0,0,2,28,,,Skinport,1757810067
Negev | CaliCamo (Factory New),Negev | CaliCamo,normal,Factory New,The Mirage Collection,industrial,0.0,0.6,USD,22.0,22.0,,17.67,17.74,17.74,0,1,2,2,,-0.39458850056367945,Skinport,1757810067
Negev | CaliCamo (Minimal Wear),Negev | CaliCamo,normal,Minimal Wear,The Mirage Collection,industrial,0.0,0.6,USD,17.92,23.17,,17.06,17.06,17.32,0,1,1,2,,0.0,Skinport,1757810067
Negev | CaliCamo (Field-Tested),Negev | CaliCamo,normal,Field-Tested,The Mirage Collection,industrial,0.0,0.6,USD,18.56,18.56,,,,17.6,0,0,0,1,,,Skinport,1757810067
Negev | CaliCamo (Well-Worn),Negev | CaliCamo,normal,Well-Worn,The Mirage Collection,industrial,0.0,0.6,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Negev | CaliCamo (Battle-Scarred),Negev | CaliCamo,normal,Battle-Scarred,The Mirage Collection,industrial,0.0,0.6,USD,,,,,,10.98,0,0,0,2,,,Skinport,1757810067
Negev | Dazzle (Minimal Wear),Negev | Dazzle,normal,Minimal Wear,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.68,11.39,0.56,0.59,0.6,0.61,2,10,30,97,-5.08474576271185,-1.6666666666666683,Skinport,1757810067
Negev | Dazzle (Field-Tested),Negev | Dazzle,normal,Field-Tested,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.14,0.25,0.16,0.14,0.14,0.13,1,6,33,125,14.285714285714276,0.0,Skinport,1757810067
Negev | Dazzle (Well-Worn),Negev | Dazzle,normal,Well-Worn,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.13,0.34,,,0.09,0.11,0,0,1,5,,,Skinport,1757810067
Negev | Dazzle (Battle-Scarred),Negev | Dazzle,normal,Battle-Scarred,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.09,0.11,,,0.08,0.08,0,0,11,18,,,Skinport,1757810067
StatTrak™ Negev | Dazzle (Minimal Wear),Negev | Dazzle,stattrak,Minimal Wear,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,4.56,7.02,,3.82,3.85,3.47,0,2,8,31,,-0.7792207792207856,Skinport,1757810067
StatTrak™ Negev | Dazzle (Field-Tested),Negev | Dazzle,stattrak,Field-Tested,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.26,0.33,,0.26,0.26,0.23,0,4,16,47,,0.0,Skinport,1757810067
StatTrak™ Negev | Dazzle (Well-Worn),Negev | Dazzle,stattrak,Well-Worn,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.53,0.9,,,0.43,0.43,0,0,1,3,,,Skinport,1757810067
StatTrak™ Negev | Dazzle (Battle-Scarred),Negev | Dazzle,stattrak,Battle-Scarred,#CSGO_set_gamma_2,mil-spec,0.1,0.65,USD,0.16,0.22,,,,0.16,0,0,0,2,,,Skinport,1757810067
Negev | Desert-Strike (Factory New),Negev | Desert-Strike,normal,Factory New,The Breakout Collection,mil-spec,0.0,0.5,USD,0.39,2.35,0.3,0.3,0.3,0.3,3,6,29,118,0.0,0.0,Skinport,1757810067
Negev | Desert-Strike (Minimal Wear),Negev | Desert-Strike,normal,Minimal Wear,The Breakout Collection,mil-spec,0.0,0.5,USD,0.34,1.37,,0.21,0.21,0.16,0,8,26,84,,0.0,Skinport,1757810067
Negev | Desert-Strike (Field-Tested),Negev | Desert-Strike,normal,Field-Tested,The Breakout Collection,mil-spec,0.0,0.5,USD,0.11,0.52,,0.11,0.09,0.09,0,12,43,163,,22.222222222222225,Skinport,1757810067
Negev | Desert-Strike (Well-Worn),Negev | Desert-Strike,normal,Well-Worn,The Breakout Collection,mil-spec,0.0,0.5,USD,0.09,0.26,,,0.07,0.09,0,0,1,8,,,Skinport,1757810067
Negev | Desert-Strike (Battle-Scarred),Negev | Desert-Strike,normal,Battle-Scarred,The Breakout Collection,mil-spec,0.0,0.5,USD,0.08,0.34,,,,0.09,0,0,0,6,,,Skinport,1757810067
StatTrak™ Negev | Desert-Strike (Factory New),Negev | Desert-Strike,stattrak,Factory New,The Breakout Collection,mil-spec,0.0,0.5,USD,1.15,4.09,,0.84,0.83,0.84,0,1,14,43,,1.204819277108435,Skinport,1757810067
StatTrak™ Negev | Desert-Strike (Minimal Wear),Negev | Desert-Strike,stattrak,Minimal Wear,The Breakout Collection,mil-spec,0.0,0.5,USD,0.46,0.89,,,0.48,0.48,0,0,7,21,,,Skinport,1757810067
StatTrak™ Negev | Desert-Strike (Field-Tested),Negev | Desert-Strike,stattrak,Field-Tested,The Breakout Collection,mil-spec,0.0,0.5,USD,0.25,0.5,0.27,0.27,0.27,0.28,5,6,10,39,0.0,0.0,Skinport,1757810067
StatTrak™ Negev | Desert-Strike (Well-Worn),Negev | Desert-Strike,stattrak,Well-Worn,The Breakout Collection,mil-spec,0.0,0.5,USD,0.25,0.29,,,0.26,0.27,0,0,1,3,,,Skinport,1757810067
StatTrak™ Negev | Desert-Strike (Battle-Scarred),Negev | Desert-Strike,stattrak,Battle-Scarred,The Breakout Collection,mil-spec,0.0,0.5,USD,0.25,1.27,,0.21,0.21,0.21,0,1,1,1,,0.0,Skinport,1757810067
Negev | Drop Me (Factory New),Negev | Drop Me,normal,Factory New,The Recoil Collection,mil-spec,0.0,1.0,USD,0.35,2.69,0.26,0.26,0.25,0.26,2,12,34,80,0.0,4.0000000000000036,Skinport,1757810067
Negev | Drop Me (Minimal Wear),Negev | Drop Me,normal,Minimal Wear,The Recoil Collection,mil-spec,0.0,1.0,USD,0.07,0.35,,0.08,0.08,0.08,0,23,78,295,,0.0,Skinport,1757810067
Negev | Drop Me (Field-Tested),Negev | Drop Me,normal,Field-Tested,The Recoil Collection,mil-spec,0.0,1.0,USD,0.04,0.05,0.04,0.04,0.04,0.04,3,14,45,174,0.0,0.0,Skinport,1757810067
Negev | Drop Me (Well-Worn),Negev | Drop Me,normal,Well-Worn,The Recoil Collection,mil-spec,0.0,1.0,USD,0.04,0.06,0.04,0.02,0.02,0.02,5,28,104,175,100.0,0.0,Skinport,1757810067
Negev | Drop Me (Battle-Scarred),Negev | Drop Me,normal,Battle-Scarred,The Recoil Collection,mil-spec,0.0,1.0,USD,0.04,0.06,0.02,0.02,0.02,0.02,4,18,81,128,0.0,0.0,Skinport,1757810067
StatTrak™ Negev | Drop Me (Factory New),Negev | Drop Me,stattrak,Factory New,The Recoil Collection,mil-spec,0.0,1.0,USD,1.16,1.75,,0.95,0.72,0.89,0,2,5,26,,31.944444444444443,Skinport,1757810067
StatTrak™ Negev | Drop Me (Minimal Wear),Negev | Drop Me,stattrak,Minimal Wear,The Recoil Collection,mil-spec,0.0,1.0,USD,0.18,0.56,0.15,0.19,0.19,0.21,1,8,30,103,-21.052631578947373,0.0,Skinport,1757810067
StatTrak™ Negev | Drop Me (Field-Tested),Negev | Drop Me,stattrak,Field-Tested,The Recoil Collection,mil-spec,0.0,1.0,USD,0.08,0.11,,0.08,0.08,0.09,0,8,29,119,,0.0,Skinport,1757810067
StatTrak™ Negev | Drop Me (Well-Worn),Negev | Drop Me,stattrak,Well-Worn,The Recoil Collection,mil-spec,0.0,1.0,USD,0.08,0.11,,0.08,0.08,0.08,0,1,13,49,,0.0,Skinport,1757810067
StatTrak™ Negev | Drop Me (Battle-Scarred),Negev | Drop Me,stattrak,Battle-Scarred,The Recoil Collection,mil-spec,0.0,1.0,USD,0.08,0.09,,0.09,0.08,0.08,0,1,7,31,,12.499999999999993,Skinport,1757810067
Negev | Infrastructure (Factory New),Negev | Infrastructure,normal,Factory New,The 2021 Vertigo Collection,mil-spec,0.0,0.49,USD,14.66,17.63,,,11.52,15.07,0,0,1,3,,,Skinport,1757810067
