Name,Collection,Rarity,Float,PriceCents,StatTrak
AK-47 | Bloodsport,The Spectrum Collection,covert,0.725,,false
REVOLVER | Night,The Ancient Collection,consumer,0.415,,false
REVOLVER | Nitro,The 2018 Inferno Collection,industrial,0.725,,false
REVOLVER | Nitro,The 2018 Inferno Collection,industrial,0.035,,false
REVOLVER | Nitro,The 2018 Inferno Collection,industrial,0.265,,false
REVOLVER | Nitro,The 2018 Inferno Collection,industrial,0.110,,false
REVOLVER | Nitro,The 2018 Inferno Collection,industrial,0.415,,false
REVOLVER | Phoenix Marker,The Havoc Collection,industrial,0.725,,false
REVOLVER | Phoenix Marker,The Havoc Collection,industrial,0.035,,false
REVOLVER | Phoenix Marker,The Havoc Collection,industrial,0.265,,false
REVOLVER | Phoenix Marker,The Havoc Collection,industrial,0.110,,false
REVOLVER | Phoenix Marker,The Havoc Collection,industrial,0.415,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.725,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.035,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.265,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.110,,false
REVOLVER | Reboot,The Gamma Collection,restricted,0.415,,false
REVOLVER | Skull Crusher,The Prisma Collection,classified,0.725,,false
REVOLVER | Skull Crusher,The Prisma Collection,classified,0.265,,false
REVOLVER | Skull Crusher,The Prisma Collection,classified,0.415,,false
REVOLVER | Survivalist,The Horizon Collection,mil-spec,0.725,,false
REVOLVER | Survivalist,The Horizon Collection,mil-spec,0.035,,false
REVOLVER | Survivalist,The Horizon Collection,mil-spec,0.265,,false
REVOLVER | Survivalist,The Horizon Collection,mil-spec,0.110,,false
REVOLVER | Survivalist,The Horizon Collection,mil-spec,0.415,,false
REVOLVER | Tango,The Gallery Collection,mil-spec,0.725,,false
REVOLVER | Tango,The Gallery Collection,mil-spec,0.035,,false
REVOLVER | Tango,The Gallery Collection,mil-spec,0.265,,false
REVOLVER | Tango,The Gallery Collection,mil-spec,0.110,,false
REVOLVER | Tango,The Gallery Collection,mil-spec,0.415,,false
SCAR-20 | #PaintKit_sp_palm_Tag,The Dust Collection,industrial,0.725,,false
SCAR-20 | #PaintKit_sp_palm_Tag,The Dust Collection,industrial,0.035,,false
SCAR-20 | #PaintKit_sp_palm_Tag,The Dust Collection,industrial,0.265,,false
SCAR-20 | #PaintKit_sp_palm_Tag,The Dust Collection,industrial,0.110,,false
SCAR-20 | #PaintKit_sp_palm_Tag,The Dust Collection,industrial,0.415,,false
SCAR-20 | Assault,The CS20 Collection,mil-spec,0.415,,false
SCAR-20 | Bloodsport,The Gamma Collection,classified,0.725,,false
SCAR-20 | Brass,The Norse Collection,mil-spec,0.265,,false
SCAR-20 | Brass,The Norse Collection,mil-spec,0.415,,false
SCAR-20 | Contractor,The Safehouse Collection,consumer,0.110,,false
SCAR-20 | Contractor,The Safehouse Collection,consumer,0.415,,false
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,mil-spec,0.725,,false
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,mil-spec,0.035,,false
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,mil-spec,0.265,,false
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,mil-spec,0.110,,false
SCAR-20 | Crimson Web,The Arms Deal 2 Collection,mil-spec,0.415,,false
SCAR-20 | Cyrex,The Huntsman Collection,classified,0.725,,false
SCAR-20 | Cyrex,The Huntsman Collection,classified,0.035,,false
SCAR-20 | Cyrex,The Huntsman Collection,classified,0.265,,false
SCAR-20 | Cyrex,The Huntsman Collection,classified,0.110,,false
SCAR-20 | Cyrex,The Huntsman Collection,classified,0.415,,false
SCAR-20 | Emerald,The Alpha Collection,restricted,0.035,,false
SCAR-20 | Emerald,The Alpha Collection,restricted,0.110,,false
SCAR-20 | Enforcer,The Prisma 2 Collection,restricted,0.725,,false
SCAR-20 | Enforcer,The Prisma 2 Collection,restricted,0.035,,false
SCAR-20 | Enforcer,The Prisma 2 Collection,restricted,0.265,,false
SCAR-20 | Enforcer,The Prisma 2 Collection,restricted,0.110,,false
SCAR-20 | Green Marine,The Shadow Collection,mil-spec,0.415,,false
SCAR-20 | Jungle Slipstream,The Spectrum 2 Collection,mil-spec,0.725,,false
SCAR-20 | Outbreak,The Revolver Case Collection,mil-spec,0.725,,false
SCAR-20 | Outbreak,The Revolver Case Collection,mil-spec,0.035,,false
SCAR-20 | Outbreak,The Revolver Case Collection,mil-spec,0.265,,false
SCAR-20 | Outbreak,The Revolver Case Collection,mil-spec,0.110,,false
SCAR-20 | Outbreak,The Revolver Case Collection,mil-spec,0.415,,false
SCAR-20 | Poultrygeist,The Dreams & Nightmares Collection,mil-spec,0.725,,false
SCAR-20 | Torn,The Shattered Web Collection,mil-spec,0.725,,false
SG 553 | Bulldozer,The Chop Shop Collection,restricted,0.265,,false
SG 553 | Bulldozer,The Chop Shop Collection,restricted,0.415,,false
SG 553 | Hazard Pay,The 2021 Vertigo Collection,classified,0.725,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.725,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.035,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.265,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.110,,false
SG 553 | Integrale,The 2018 Inferno Collection,classified,0.415,,false
SG 553 | Lush Ruins,The Ancient Collection,consumer,0.725,,false
SG 553 | Lush Ruins,The Ancient Collection,consumer,0.035,,false
SG 553 | Lush Ruins,The Ancient Collection,consumer,0.265,,false
SG 553 | Lush Ruins,The Ancient Collection,consumer,0.110,,false
SG 553 | Lush Ruins,The Ancient Collection,consumer,0.415,,false
SG 553 | Night Camo,The Ascent Collection,consumer,0.725,,false
SG 553 | Night Camo,The Ascent Collection,consumer,0.035,,false
SG 553 | Night Camo,The Ascent Collection,consumer,0.265,,false
SG 553 | Night Camo,The Ascent Collection,consumer,0.110,,false
SG 553 | Night Camo,The Ascent Collection,consumer,0.415,,false
SG 553 | Tornado,The Assault Collection,consumer,0.415,,false
SG 553 | Wave Spray,The Bravo Collection,mil-spec,0.725,,false
SG 553 | Wave Spray,The Bravo Collection,mil-spec,0.035,,false
SG 553 | Wave Spray,The Bravo Collection,mil-spec,0.265,,false
SG 553 | Wave Spray,The Bravo Collection,mil-spec,0.110,,false
SSG 08 | Death Strike,The 2021 Dust 2 Collection,classified,0.725,,false
SSG 08 | Death's Head,The Operation Hydra Collection,restricted,0.415,,false
SSG 08 | Mayan Dreams,The Alpha Collection,industrial,0.415,,false
SSG 08 | Orange Filigree,The Canals Collection,mil-spec,0.415,,false
SSG 08 | Red Stone,The Norse Collection,consumer,0.415,,false
SSG 08 | Sand Dune,The Baggage Collection,consumer,0.035,,false
SSG 08 | Sand Dune,The Baggage Collection,consumer,0.265,,false
SSG 08 | Sand Dune,The Baggage Collection,consumer,0.110,,false
SSG 08 | Sand Dune,The Baggage Collection,consumer,0.415,,false
SSG 08 | Sea Calico,The St. Marc Collection,restricted,0.725,,false
SSG 08 | Sea Calico,The St. Marc Collection,restricted,0.035,,false
SSG 08 | Sea Calico,The St. Marc Collection,restricted,0.265,,false
SSG 08 | Sea Calico,The St. Marc Collection,restricted,0.110,,false
SSG 08 | Sea Calico,The St. Marc Collection,restricted,0.415,,false
SSG 08 | Slashed,The Huntsman Collection,mil-spec,0.725,,false
SSG 08 | Slashed,The Huntsman Collection,mil-spec,0.265,,false
SSG 08 | Slashed,The Huntsman Collection,mil-spec,0.415,,false
SSG 08 | Spring Twilly,The 2021 Train Collection,mil-spec,0.725,,false
SSG 08 | Spring Twilly,The 2021 Train Collection,mil-spec,0.035,,false
SSG 08 | Spring Twilly,The 2021 Train Collection,mil-spec,0.265,,false
SSG 08 | Spring Twilly,The 2021 Train Collection,mil-spec,0.110,,false
SSG 08 | Spring Twilly,The 2021 Train Collection,mil-spec,0.415,,false
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,consumer,0.725,,false
Sawed-Off | Bamboo Shadow,The Rising Sun Collection,consumer,0.415,,false
Sawed-Off | Black Sand,The Danger Zone Collection,mil-spec,0.110,,false
Sawed-Off | Black Sand,The Danger Zone Collection,mil-spec,0.415,,false
Sawed-Off | Copper,The Dust Collection,mil-spec,0.265,,false
Sawed-Off | Devourer,The Horizon Collection,classified,0.415,,false
Sawed-Off | First Class,The Baggage Collection,mil-spec,0.265,,false
Sawed-Off | Jungle Thicket,The St. Marc Collection,consumer,0.415,,false
Sawed-Off | Morris,The Spectrum 2 Collection,mil-spec,0.110,,false
TASER | Charged Up,The Train 2025 Collection,restricted,0.725,,false
TASER | Charged Up,The Train 2025 Collection,restricted,0.035,,false
TASER | Charged Up,The Train 2025 Collection,restricted,0.265,,false
TASER | Charged Up,The Train 2025 Collection,restricted,0.110,,false
TASER | Charged Up,The Train 2025 Collection,restricted,0.415,,false
TASER | Dragon Snore,The Overpass 2024 Collection,classified,0.725,,false
TASER | Dragon Snore,The Overpass 2024 Collection,classified,0.035,,false
TASER | Dragon Snore,The Overpass 2024 Collection,classified,0.265,,false
TASER | Dragon Snore,The Overpass 2024 Collection,classified,0.110,,false
TASER | Dragon Snore,The Overpass 2024 Collection,classified,0.415,,false
TASER | Electric Blue,The Ascent Collection,industrial,0.725,,false
TASER | Electric Blue,The Ascent Collection,industrial,0.035,,false
TASER | Electric Blue,The Ascent Collection,industrial,0.265,,false
TASER | Electric Blue,The Ascent Collection,industrial,0.110,,false
TASER | Electric Blue,The Ascent Collection,industrial,0.415,,false
TASER | Olympus,The Kilowatt Collection,classified,0.725,,false
TASER | Olympus,The Kilowatt Collection,classified,0.035,,false
TASER | Olympus,The Kilowatt Collection,classified,0.265,,false
TASER | Olympus,The Kilowatt Collection,classified,0.110,,false
TASER | Olympus,The Kilowatt Collection,classified,0.415,,false
TASER | Swamp DDPAT,The Boreal Collection,consumer,0.725,,false
TASER | Swamp DDPAT,The Boreal Collection,consumer,0.035,,false
TASER | Swamp DDPAT,The Boreal Collection,consumer,0.265,,false
TASER | Swamp DDPAT,The Boreal Collection,consumer,0.110,,false
TASER | Swamp DDPAT,The Boreal Collection,consumer,0.415,,false
TASER | Tosai,The Fever Collection,restricted,0.725,,false
TASER | Tosai,The Fever Collection,restricted,0.035,,false
TASER | Tosai,The Fever Collection,restricted,0.265,,false
TASER | Tosai,The Fever Collection,restricted,0.110,,false
TASER | Tosai,The Fever Collection,restricted,0.415,,false
Tec-9 | Army Mesh,The Safehouse Collection,consumer,0.725,,false
Tec-9 | Army Mesh,The Safehouse Collection,consumer,0.035,,false
Tec-9 | Army Mesh,The Safehouse Collection,consumer,0.265,,false
Tec-9 | Army Mesh,The Safehouse Collection,consumer,0.110,,false
Tec-9 | Army Mesh,The Safehouse Collection,consumer,0.415,,false
Tec-9 | Avalanche,The Revolver Case Collection,restricted,0.725,,false
Tec-9 | Avalanche,The Revolver Case Collection,restricted,0.035,,false
Tec-9 | Avalanche,The Revolver Case Collection,restricted,0.265,,false
Tec-9 | Avalanche,The Revolver Case Collection,restricted,0.110,,false
Tec-9 | Avalanche,The Revolver Case Collection,restricted,0.415,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.725,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.035,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.265,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.110,,false
Tec-9 | Bamboo Forest,The Rising Sun Collection,consumer,0.415,,false
Tec-9 | Bamboozle,The Prisma Collection,restricted,0.725,,false
Tec-9 | Bamboozle,The Prisma Collection,restricted,0.035,,false
Tec-9 | Bamboozle,The Prisma Collection,restricted,0.265,,false
Tec-9 | Bamboozle,The Prisma Collection,restricted,0.110,,false
Tec-9 | Bamboozle,The Prisma Collection,restricted,0.415,,false
Tec-9 | Blast From the Past,The Ancient Collection,mil-spec,0.725,,false
Tec-9 | Blast From the Past,The Ancient Collection,mil-spec,0.035,,false
Tec-9 | Blast From the Past,The Ancient Collection,mil-spec,0.265,,false
Tec-9 | Blast From the Past,The Ancient Collection,mil-spec,0.110,,false
Tec-9 | Blast From the Past,The Ancient Collection,mil-spec,0.415,,false
Tec-9 | Blue Blast,The Ascent Collection,consumer,0.725,,false
Tec-9 | Blue Blast,The Ascent Collection,consumer,0.035,,false
Tec-9 | Blue Blast,The Ascent Collection,consumer,0.265,,false
Tec-9 | Blue Blast,The Ascent Collection,consumer,0.110,,false
Tec-9 | Blue Blast,The Ascent Collection,consumer,0.415,,false
Tec-9 | Blue Titanium,The Arms Deal 2 Collection,mil-spec,0.035,,false
Tec-9 | Brass,The Inferno Collection,mil-spec,0.725,,false
Tec-9 | Brass,The Inferno Collection,mil-spec,0.035,,false
Tec-9 | Brass,The Inferno Collection,mil-spec,0.265,,false
Tec-9 | Brass,The Inferno Collection,mil-spec,0.110,,false
Tec-9 | Brass,The Inferno Collection,mil-spec,0.415,,false
Tec-9 | Brother,The Fracture Collection,restricted,0.725,,false
Tec-9 | Brother,The Fracture Collection,restricted,0.035,,false
Tec-9 | Brother,The Fracture Collection,restricted,0.265,,false
Tec-9 | Brother,The Fracture Collection,restricted,0.110,,false
Tec-9 | Brother,The Fracture Collection,restricted,0.415,,false
Tec-9 | Citric Acid,The Radiant Collection,industrial,0.725,,false
Tec-9 | Citric Acid,The Radiant Collection,industrial,0.035,,false
Tec-9 | Citric Acid,The Radiant Collection,industrial,0.265,,false
Tec-9 | Citric Acid,The Radiant Collection,industrial,0.110,,false
Tec-9 | Citric Acid,The Radiant Collection,industrial,0.415,,false
Tec-9 | Cracked Opal,The Spectrum 2 Collection,mil-spec,0.725,,false
Tec-9 | Cracked Opal,The Spectrum 2 Collection,mil-spec,0.035,,false
Tec-9 | Cracked Opal,The Spectrum 2 Collection,mil-spec,0.265,,false
Tec-9 | Cracked Opal,The Spectrum 2 Collection,mil-spec,0.110,,false
Tec-9 | Cracked Opal,The Spectrum 2 Collection,mil-spec,0.415,,false
Tec-9 | Cut Out,The Operation Hydra Collection,mil-spec,0.725,,false
Tec-9 | Cut Out,The Operation Hydra Collection,mil-spec,0.035,,false
Tec-9 | Cut Out,The Operation Hydra Collection,mil-spec,0.265,,false
Tec-9 | Cut Out,The Operation Hydra Collection,mil-spec,0.110,,false
Tec-9 | Cut Out,The Operation Hydra Collection,mil-spec,0.415,,false
Tec-9 | Decimator,The Shattered Web Collection,classified,0.725,,false
Tec-9 | Decimator,The Shattered Web Collection,classified,0.035,,false
Tec-9 | Decimator,The Shattered Web Collection,classified,0.265,,false
Tec-9 | Decimator,The Shattered Web Collection,classified,0.110,,false
Tec-9 | Decimator,The Shattered Web Collection,classified,0.415,,false
Tec-9 | Flash Out,The CS20 Collection,mil-spec,0.725,,false
Tec-9 | Flash Out,The CS20 Collection,mil-spec,0.035,,false
Tec-9 | Flash Out,The CS20 Collection,mil-spec,0.265,,false
Tec-9 | Flash Out,The CS20 Collection,mil-spec,0.110,,false
Tec-9 | Flash Out,The CS20 Collection,mil-spec,0.415,,false
Tec-9 | Fubar,The Danger Zone Collection,mil-spec,0.725,,false
Tec-9 | Fubar,The Danger Zone Collection,mil-spec,0.265,,false
Tec-9 | Fubar,The Danger Zone Collection,mil-spec,0.110,,false
Tec-9 | Fubar,The Danger Zone Collection,mil-spec,0.415,,false
Tec-9 | Fuel Injector,#CSGO_set_gamma_2,classified,0.725,,false
Tec-9 | Fuel Injector,#CSGO_set_gamma_2,classified,0.035,,false
Tec-9 | Fuel Injector,#CSGO_set_gamma_2,classified,0.265,,false
Tec-9 | Fuel Injector,#CSGO_set_gamma_2,classified,0.110,,false
Tec-9 | Fuel Injector,#CSGO_set_gamma_2,classified,0.415,,false
Tec-9 | Garter-9,The Boreal Collection,industrial,0.725,,false
Tec-9 | Garter-9,The Boreal Collection,industrial,0.035,,false
Tec-9 | Garter-9,The Boreal Collection,industrial,0.265,,false
Tec-9 | Garter-9,The Boreal Collection,industrial,0.110,,false
Tec-9 | Garter-9,The Boreal Collection,industrial,0.415,,false
Tec-9 | Groundwater,The Italy Collection,consumer,0.725,,false
Tec-9 | Groundwater,The Italy Collection,consumer,0.035,,false
Tec-9 | Groundwater,The Italy Collection,consumer,0.265,,false
Tec-9 | Groundwater,The Italy Collection,consumer,0.110,,false
Tec-9 | Groundwater,The Italy Collection,consumer,0.415,,false
Tec-9 | Hades,The Gods and Monsters Collection,industrial,0.725,,false
Tec-9 | Hades,The Gods and Monsters Collection,industrial,0.035,,false
Tec-9 | Hades,The Gods and Monsters Collection,industrial,0.265,,false
Tec-9 | Hades,The Gods and Monsters Collection,industrial,0.110,,false
Tec-9 | Hades,The Gods and Monsters Collection,industrial,0.415,,false
Tec-9 | Ice Cap,The Gamma Collection,mil-spec,0.725,,false
Tec-9 | Ice Cap,The Gamma Collection,mil-spec,0.035,,false
Tec-9 | Ice Cap,The Gamma Collection,mil-spec,0.265,,false
Tec-9 | Ice Cap,The Gamma Collection,mil-spec,0.110,,false
Tec-9 | Ice Cap,The Gamma Collection,mil-spec,0.415,,false
Tec-9 | Isaac,The Huntsman Collection,mil-spec,0.725,,false
Tec-9 | Isaac,The Huntsman Collection,mil-spec,0.035,,false
Tec-9 | Isaac,The Huntsman Collection,mil-spec,0.265,,false
Tec-9 | Isaac,The Huntsman Collection,mil-spec,0.110,,false
Tec-9 | Isaac,The Huntsman Collection,mil-spec,0.415,,false
Tec-9 | Jambiya,The Wildfire Collection,mil-spec,0.725,,false
Tec-9 | Jambiya,The Wildfire Collection,mil-spec,0.035,,false
Tec-9 | Jambiya,The Wildfire Collection,mil-spec,0.265,,false
Tec-9 | Jambiya,The Wildfire Collection,mil-spec,0.110,,false
Tec-9 | Jambiya,The Wildfire Collection,mil-spec,0.415,,false
Tec-9 | Mummy's Rot,The Anubis Collection,mil-spec,0.725,,false
Tec-9 | Mummy's Rot,The Anubis Collection,mil-spec,0.035,,false
Tec-9 | Mummy's Rot,The Anubis Collection,mil-spec,0.265,,false
Tec-9 | Mummy's Rot,The Anubis Collection,mil-spec,0.110,,false
Tec-9 | Mummy's Rot,The Anubis Collection,mil-spec,0.415,,false
Tec-9 | Nuclear Threat,The Nuke Collection,restricted,0.725,,false
Tec-9 | Nuclear Threat,The Nuke Collection,restricted,0.035,,false
Tec-9 | Nuclear Threat,The Nuke Collection,restricted,0.265,,false
Tec-9 | Nuclear Threat,The Nuke Collection,restricted,0.110,,false
Tec-9 | Nuclear Threat,The Nuke Collection,restricted,0.415,,false
Tec-9 | Orange Murano,The Canals Collection,industrial,0.725,,false
Tec-9 | Orange Murano,The Canals Collection,industrial,0.035,,false
Tec-9 | Orange Murano,The Canals Collection,industrial,0.265,,false
Tec-9 | Orange Murano,The Canals Collection,industrial,0.110,,false
Tec-9 | Orange Murano,The Canals Collection,industrial,0.415,,false
Tec-9 | Ossified,The Aztec Collection,mil-spec,0.035,,false
Tec-9 | Ossified,The Aztec Collection,mil-spec,0.110,,false
Tec-9 | Phoenix Chalk,The Havoc Collection,consumer,0.725,,false
Tec-9 | Phoenix Chalk,The Havoc Collection,consumer,0.035,,false
Tec-9 | Phoenix Chalk,The Havoc Collection,consumer,0.265,,false
Tec-9 | Phoenix Chalk,The Havoc Collection,consumer,0.110,,false
Tec-9 | Phoenix Chalk,The Havoc Collection,consumer,0.415,,false
Tec-9 | Raw Ceramic,The Boreal Collection,consumer,0.725,,false
Tec-9 | Raw Ceramic,The Boreal Collection,consumer,0.035,,false
Tec-9 | Raw Ceramic,The Boreal Collection,consumer,0.265,,false
Tec-9 | Raw Ceramic,The Boreal Collection,consumer,0.110,,false
Tec-9 | Raw Ceramic,The Boreal Collection,consumer,0.415,,false
Tec-9 | Re-Entry,The Chroma 3 Collection,restricted,0.035,,false
Tec-9 | Re-Entry,The Chroma 3 Collection,restricted,0.265,,false
Tec-9 | Re-Entry,The Chroma 3 Collection,restricted,0.110,,false
Tec-9 | Re-Entry,The Chroma 3 Collection,restricted,0.415,,false
Tec-9 | Rebel,The Revolution Collection,mil-spec,0.725,,false
Tec-9 | Rebel,The Revolution Collection,mil-spec,0.035,,false
Tec-9 | Rebel,The Revolution Collection,mil-spec,0.265,,false
Tec-9 | Rebel,The Revolution Collection,mil-spec,0.110,,false
Tec-9 | Rebel,The Revolution Collection,mil-spec,0.415,,false
Tec-9 | Red Quartz,The Train Collection,restricted,0.035,,false
Tec-9 | Red Quartz,The Train Collection,restricted,0.265,,false
Tec-9 | Red Quartz,The Train Collection,restricted,0.110,,false
Tec-9 | Red Quartz,The Train Collection,restricted,0.415,,false
Tec-9 | Remote Control,The 2018 Nuke Collection,classified,0.725,,false
Tec-9 | Remote Control,The 2018 Nuke Collection,classified,0.035,,false
Tec-9 | Remote Control,The 2018 Nuke Collection,classified,0.265,,false
Tec-9 | Remote Control,The 2018 Nuke Collection,classified,0.110,,false
Tec-9 | Remote Control,The 2018 Nuke Collection,classified,0.415,,false
Tec-9 | Rust Leaf,The St. Marc Collection,industrial,0.725,,false
Tec-9 | Rust Leaf,The St. Marc Collection,industrial,0.035,,false
Tec-9 | Rust Leaf,The St. Marc Collection,industrial,0.265,,false
Tec-9 | Rust Leaf,The St. Marc Collection,industrial,0.110,,false
Tec-9 | Rust Leaf,The St. Marc Collection,industrial,0.415,,false
Tec-9 | Safety Net,The 2021 Train Collection,mil-spec,0.725,,false
Tec-9 | Safety Net,The 2021 Train Collection,mil-spec,0.035,,false
Tec-9 | Safety Net,The 2021 Train Collection,mil-spec,0.265,,false
Tec-9 | Safety Net,The 2021 Train Collection,mil-spec,0.110,,false
Tec-9 | Safety Net,The 2021 Train Collection,mil-spec,0.415,,false
Tec-9 | Sandstorm,The Phoenix Collection,mil-spec,0.725,,false
Tec-9 | Sandstorm,The Phoenix Collection,mil-spec,0.265,,false
Tec-9 | Sandstorm,The Phoenix Collection,mil-spec,0.110,,false
Tec-9 | Sandstorm,The Phoenix Collection,mil-spec,0.415,,false
Tec-9 | Slag,The Kilowatt Collection,mil-spec,0.725,,false
Tec-9 | Slag,The Kilowatt Collection,mil-spec,0.035,,false
Tec-9 | Slag,The Kilowatt Collection,mil-spec,0.265,,false
Tec-9 | Slag,The Kilowatt Collection,mil-spec,0.110,,false
Tec-9 | Slag,The Kilowatt Collection,mil-spec,0.415,,false
Tec-9 | Snek-9,The Horizon Collection,mil-spec,0.725,,false
Tec-9 | Snek-9,The Horizon Collection,mil-spec,0.035,,false
Tec-9 | Snek-9,The Horizon Collection,mil-spec,0.265,,false
Tec-9 | Snek-9,The Horizon Collection,mil-spec,0.110,,false
Tec-9 | Snek-9,The Horizon Collection,mil-spec,0.415,,false
Tec-9 | Terrace,The Rising Sun Collection,mil-spec,0.725,,false
Tec-9 | Terrace,The Rising Sun Collection,mil-spec,0.035,,false
Tec-9 | Terrace,The Rising Sun Collection,mil-spec,0.265,,false
Tec-9 | Terrace,The Rising Sun Collection,mil-spec,0.110,,false
Tec-9 | Terrace,The Rising Sun Collection,mil-spec,0.415,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.725,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.035,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.265,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.110,,false
Tec-9 | Tiger Stencil,The Sport & Field Collection,industrial,0.415,,false
Tec-9 | Titanium Bit,The Arms Deal 3 Collection,restricted,0.035,,false
Tec-9 | Titanium Bit,The Arms Deal 3 Collection,restricted,0.265,,false
Tec-9 | Titanium Bit,The Arms Deal 3 Collection,restricted,0.110,,false
Tec-9 | Tornado,The Alpha Collection,consumer,0.725,,false
Tec-9 | Tornado,The Alpha Collection,consumer,0.035,,false
Tec-9 | Tornado,The Alpha Collection,consumer,0.265,,false
Tec-9 | Tornado,The Alpha Collection,consumer,0.110,,false
Tec-9 | Tornado,The Alpha Collection,consumer,0.415,,false
Tec-9 | Toxic,The Cache Collection,mil-spec,0.725,,false
Tec-9 | Toxic,The Cache Collection,mil-spec,0.035,,false
Tec-9 | Toxic,The Cache Collection,mil-spec,0.265,,false
Tec-9 | Toxic,The Cache Collection,mil-spec,0.110,,false
Tec-9 | Toxic,The Cache Collection,mil-spec,0.415,,false
Tec-9 | Urban DDPAT,The Bank Collection,consumer,0.725,,false
Tec-9 | Urban DDPAT,The Bank Collection,consumer,0.035,,false
Tec-9 | Urban DDPAT,The Bank Collection,consumer,0.265,,false
Tec-9 | Urban DDPAT,The Bank Collection,consumer,0.110,,false
Tec-9 | Urban DDPAT,The Bank Collection,consumer,0.415,,false
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.725,,false
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.035,,false
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.265,,false
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.110,,false
Tec-9 | VariCamo,The Dust 2 Collection,industrial,0.415,,false
Tec-9 | Whiteout,The Train 2025 Collection,restricted,0.725,,false
Tec-9 | Whiteout,The Train 2025 Collection,restricted,0.035,,false
Tec-9 | Whiteout,The Train 2025 Collection,restricted,0.265,,false
Tec-9 | Whiteout,The Train 2025 Collection,restricted,0.110,,false
Tec-9 | Whiteout,The Train 2025 Collection,restricted,0.415,,false
UMP-45 | Arctic Wolf,The Clutch Collection,restricted,0.725,,false
UMP-45 | Arctic Wolf,The Clutch Collection,restricted,0.035,,false
UMP-45 | Arctic Wolf,The Clutch Collection,restricted,0.265,,false
UMP-45 | Arctic Wolf,The Clutch Collection,restricted,0.110,,false
UMP-45 | Arctic Wolf,The Clutch Collection,restricted,0.415,,false
UMP-45 | Blaze,The Mirage Collection,mil-spec,0.035,,false
UMP-45 | Blaze,The Mirage Collection,mil-spec,0.110,,false
UMP-45 | Bone Pile,The Bravo Collection,mil-spec,0.035,,false
UMP-45 | Bone Pile,The Bravo Collection,mil-spec,0.265,,false
UMP-45 | Bone Pile,The Bravo Collection,mil-spec,0.110,,false
UMP-45 | Briefing,#CSGO_set_gamma_2,mil-spec,0.725,,false
UMP-45 | Briefing,#CSGO_set_gamma_2,mil-spec,0.035,,false
UMP-45 | Briefing,#CSGO_set_gamma_2,mil-spec,0.265,,false
UMP-45 | Briefing,#CSGO_set_gamma_2,mil-spec,0.110,,false
UMP-45 | Briefing,#CSGO_set_gamma_2,mil-spec,0.415,,false
UMP-45 | Caramel,The Assault Collection,consumer,0.725,,false
UMP-45 | Caramel,The Assault Collection,consumer,0.035,,false
UMP-45 | Caramel,The Assault Collection,consumer,0.265,,false
UMP-45 | Caramel,The Assault Collection,consumer,0.110,,false
UMP-45 | Caramel,The Assault Collection,consumer,0.415,,false
UMP-45 | Carbon Fiber,The Bank Collection,industrial,0.035,,false
UMP-45 | Carbon Fiber,The Bank Collection,industrial,0.110,,false
UMP-45 | Corporal,The Phoenix Collection,mil-spec,0.725,,false
UMP-45 | Corporal,The Phoenix Collection,mil-spec,0.035,,false
UMP-45 | Corporal,The Phoenix Collection,mil-spec,0.265,,false
UMP-45 | Corporal,The Phoenix Collection,mil-spec,0.110,,false
UMP-45 | Corporal,The Phoenix Collection,mil-spec,0.415,,false
UMP-45 | Crime Scene,The Control Collection,restricted,0.725,,false
UMP-45 | Crime Scene,The Control Collection,restricted,0.035,,false
UMP-45 | Crime Scene,The Control Collection,restricted,0.265,,false
UMP-45 | Crime Scene,The Control Collection,restricted,0.110,,false
UMP-45 | Crime Scene,The Control Collection,restricted,0.415,,false
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.725,,false
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.035,,false
UMP-45 | Crimson Foil,The Sport & Field Collection,restricted,0.265,,false
