Name,Collection,Rarity,Float,PriceCents,StatTrak
AK-47 | Aquamarine Revenge,The Falchion Collection,covert,0.725,,true
MP9 | Multi-Terrain,The Radiant Collection,consumer,0.035,,true
MP9 | Multi-Terrain,The Radiant Collection,consumer,0.265,,true
MP9 | Multi-Terrain,The Radiant Collection,consumer,0.110,,true
MP9 | Multi-Terrain,The Radiant Collection,consumer,0.415,,true
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.725,,true
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.035,,true
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.265,,true
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.110,,true
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.415,,false
MP9 | Music Box,The 2021 Mirage Collection,mil-spec,0.415,,true
MP9 | Nexus,The Fever Collection,mil-spec,0.725,,true
MP9 | Nexus,The Fever Collection,mil-spec,0.035,,true
MP9 | Nexus,The Fever Collection,mil-spec,0.265,,true
MP9 | Nexus,The Fever Collection,mil-spec,0.110,,true
MP9 | Nexus,The Fever Collection,mil-spec,0.415,,true
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.725,,true
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.035,,true
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.265,,true
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.110,,true
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.415,,false
MP9 | Old Roots,The 2021 Dust 2 Collection,industrial,0.415,,true
MP9 | Orange Peel,The Safehouse Collection,industrial,0.725,,true
MP9 | Orange Peel,The Safehouse Collection,industrial,0.035,,true
MP9 | Orange Peel,The Safehouse Collection,industrial,0.265,,true
MP9 | Orange Peel,The Safehouse Collection,industrial,0.110,,true
MP9 | Orange Peel,The Safehouse Collection,industrial,0.415,,true
MP9 | Pandora's Box,The Gods and Monsters Collection,mil-spec,0.035,,true
MP9 | Pandora's Box,The Gods and Monsters Collection,mil-spec,0.265,,true
MP9 | Pandora's Box,The Gods and Monsters Collection,mil-spec,0.110,,true
MP9 | Pine,The Boreal Collection,consumer,0.725,,true
MP9 | Pine,The Boreal Collection,consumer,0.035,,true
MP9 | Pine,The Boreal Collection,consumer,0.265,,true
MP9 | Pine,The Boreal Collection,consumer,0.110,,true
MP9 | Pine,The Boreal Collection,consumer,0.415,,true
MP9 | Rose Iron,The Winter Offensive Collection,restricted,0.035,,true
MP9 | Rose Iron,The Winter Offensive Collection,restricted,0.265,,true
MP9 | Rose Iron,The Winter Offensive Collection,restricted,0.110,,true
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.725,,true
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.035,,true
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.265,,true
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.110,,true
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.415,,false
MP9 | Ruby Poison Dart,The Falchion Collection,restricted,0.415,,true
MP9 | Sand Dashed,The Dust 2 Collection,consumer,0.725,,true
MP9 | Sand Dashed,The Dust 2 Collection,consumer,0.035,,true
MP9 | Sand Dashed,The Dust 2 Collection,consumer,0.265,,true
MP9 | Sand Dashed,The Dust 2 Collection,consumer,0.110,,true
MP9 | Sand Dashed,The Dust 2 Collection,consumer,0.415,,true
MP9 | Sand Scale,The Glove Collection,mil-spec,0.725,,false
MP9 | Sand Scale,The Glove Collection,mil-spec,0.725,,true
MP9 | Sand Scale,The Glove Collection,mil-spec,0.035,,true
MP9 | Sand Scale,The Glove Collection,mil-spec,0.265,,true
MP9 | Sand Scale,The Glove Collection,mil-spec,0.110,,true
MP9 | Sand Scale,The Glove Collection,mil-spec,0.415,,true
MP9 | Setting Sun,The Cache Collection,mil-spec,0.725,,true
MP9 | Setting Sun,The Cache Collection,mil-spec,0.035,,true
MP9 | Setting Sun,The Cache Collection,mil-spec,0.265,,true
MP9 | Setting Sun,The Cache Collection,mil-spec,0.110,,true
MP9 | Setting Sun,The Cache Collection,mil-spec,0.415,,true
MP9 | Shredded,The Radiant Collection,mil-spec,0.725,,true
MP9 | Shredded,The Radiant Collection,mil-spec,0.035,,true
MP9 | Shredded,The Radiant Collection,mil-spec,0.265,,false
MP9 | Shredded,The Radiant Collection,mil-spec,0.265,,true
MP9 | Shredded,The Radiant Collection,mil-spec,0.110,,false
MP9 | Shredded,The Radiant Collection,mil-spec,0.110,,true
MP9 | Shredded,The Radiant Collection,mil-spec,0.415,,false
MP9 | Shredded,The Radiant Collection,mil-spec,0.415,,true
MP9 | Slide,The 2018 Inferno Collection,consumer,0.725,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.725,,true
MP9 | Slide,The 2018 Inferno Collection,consumer,0.035,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.035,,true
MP9 | Slide,The 2018 Inferno Collection,consumer,0.265,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.265,,true
MP9 | Slide,The 2018 Inferno Collection,consumer,0.110,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.110,,true
MP9 | Slide,The 2018 Inferno Collection,consumer,0.415,,false
MP9 | Slide,The 2018 Inferno Collection,consumer,0.415,,true
MP9 | Stained Glass,The Canals Collection,restricted,0.725,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.725,,true
MP9 | Stained Glass,The Canals Collection,restricted,0.035,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.035,,true
MP9 | Stained Glass,The Canals Collection,restricted,0.265,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.265,,true
MP9 | Stained Glass,The Canals Collection,restricted,0.110,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.110,,true
MP9 | Stained Glass,The Canals Collection,restricted,0.415,,false
MP9 | Stained Glass,The Canals Collection,restricted,0.415,,true
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.725,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.725,,true
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.035,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.035,,true
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.265,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.265,,true
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.110,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.110,,true
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.415,,false
MP9 | Starlight Protector,The Dreams & Nightmares Collection,covert,0.415,,true
MP9 | Storm,The Overpass Collection,consumer,0.725,,false
MP9 | Storm,The Overpass Collection,consumer,0.725,,true
MP9 | Storm,The Overpass Collection,consumer,0.035,,false
MP9 | Storm,The Overpass Collection,consumer,0.035,,true
MP9 | Storm,The Overpass Collection,consumer,0.265,,false
MP9 | Storm,The Overpass Collection,consumer,0.265,,true
MP9 | Storm,The Overpass Collection,consumer,0.110,,false
MP9 | Storm,The Overpass Collection,consumer,0.110,,true
MP9 | Storm,The Overpass Collection,consumer,0.415,,false
MP9 | Storm,The Overpass Collection,consumer,0.415,,true
MP9 | Wild Lily,The St. Marc Collection,classified,0.725,,false
MP9 | Wild Lily,The St. Marc Collection,classified,0.725,,true
MP9 | Wild Lily,The St. Marc Collection,classified,0.035,,true
MP9 | Wild Lily,The St. Marc Collection,classified,0.265,,true
MP9 | Wild Lily,The St. Marc Collection,classified,0.110,,true
MP9 | Wild Lily,The St. Marc Collection,classified,0.415,,false
MP9 | Wild Lily,The St. Marc Collection,classified,0.415,,true
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.725,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.725,,true
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.035,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.035,,true
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.265,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.265,,true
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.110,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.110,,true
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.415,,false
Negev | #PaintKit_sp_palm_Tag,The Alpha Collection,industrial,0.415,,true
Negev | Anodized Navy,The Assault Collection,mil-spec,0.035,,true
Negev | Anodized Navy,The Assault Collection,mil-spec,0.110,,true
Negev | Army Sheen,The Bank Collection,consumer,0.035,,true
Negev | Army Sheen,The Bank Collection,consumer,0.265,,true
Negev | Army Sheen,The Bank Collection,consumer,0.110,,true
Negev | Boroque Sand,The Canals Collection,consumer,0.725,,true
Negev | Boroque Sand,The Canals Collection,consumer,0.035,,true
Negev | Boroque Sand,The Canals Collection,consumer,0.265,,true
Negev | Boroque Sand,The Canals Collection,consumer,0.110,,true
Negev | Boroque Sand,The Canals Collection,consumer,0.415,,true
Negev | Bratatat,The eSports 2014 Summer Collection,mil-spec,0.725,,true
Negev | Bratatat,The eSports 2014 Summer Collection,mil-spec,0.035,,true
Negev | Bratatat,The eSports 2014 Summer Collection,mil-spec,0.265,,true
Negev | Bratatat,The eSports 2014 Summer Collection,mil-spec,0.110,,true
Negev | Bratatat,The eSports 2014 Summer Collection,mil-spec,0.415,,true
Negev | Bulkhead,The 2018 Nuke Collection,industrial,0.725,,true
Negev | Bulkhead,The 2018 Nuke Collection,industrial,0.035,,true
Negev | Bulkhead,The 2018 Nuke Collection,industrial,0.265,,true
Negev | Bulkhead,The 2018 Nuke Collection,industrial,0.110,,true
Negev | Bulkhead,The 2018 Nuke Collection,industrial,0.415,,true
Negev | CaliCamo,The Mirage Collection,industrial,0.725,,true
Negev | CaliCamo,The Mirage Collection,industrial,0.035,,true
Negev | CaliCamo,The Mirage Collection,industrial,0.265,,true
Negev | CaliCamo,The Mirage Collection,industrial,0.110,,true
Negev | CaliCamo,The Mirage Collection,industrial,0.415,,true
Negev | Dazzle,#CSGO_set_gamma_2,mil-spec,0.725,,true
Negev | Dazzle,#CSGO_set_gamma_2,mil-spec,0.265,,true
Negev | Dazzle,#CSGO_set_gamma_2,mil-spec,0.110,,true
Negev | Dazzle,#CSGO_set_gamma_2,mil-spec,0.415,,true
Negev | Desert-Strike,The Breakout Collection,mil-spec,0.725,,true
Negev | Desert-Strike,The Breakout Collection,mil-spec,0.035,,true
Negev | Desert-Strike,The Breakout Collection,mil-spec,0.265,,true
Negev | Desert-Strike,The Breakout Collection,mil-spec,0.110,,true
Negev | Desert-Strike,The Breakout Collection,mil-spec,0.415,,true
Negev | Drop Me,The Recoil Collection,mil-spec,0.725,,true
Negev | Drop Me,The Recoil Collection,mil-spec,0.035,,true
Negev | Drop Me,The Recoil Collection,mil-spec,0.265,,true
Negev | Drop Me,The Recoil Collection,mil-spec,0.110,,true
Negev | Drop Me,The Recoil Collection,mil-spec,0.415,,true
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.725,,false
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.725,,true
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.035,,true
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.265,,true
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.110,,true
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.415,,false
Negev | Infrastructure,The 2021 Vertigo Collection,mil-spec,0.415,,true
Negev | Lionfish,The Clutch Collection,restricted,0.725,,true
Negev | Lionfish,The Clutch Collection,restricted,0.035,,true
Negev | Lionfish,The Clutch Collection,restricted,0.265,,true
Negev | Lionfish,The Clutch Collection,restricted,0.110,,true
Negev | Lionfish,The Clutch Collection,restricted,0.415,,false
Negev | Lionfish,The Clutch Collection,restricted,0.415,,true
Negev | Loudmouth,The Falchion Collection,restricted,0.725,,true
Negev | Loudmouth,The Falchion Collection,restricted,0.265,,true
Negev | Loudmouth,The Falchion Collection,restricted,0.110,,true
Negev | Loudmouth,The Falchion Collection,restricted,0.415,,true
Negev | Man-o'-war,The Chroma 2 Collection,mil-spec,0.265,,true
Negev | Man-o'-war,The Chroma 2 Collection,mil-spec,0.110,,true
Negev | Mjölnir,The Norse Collection,classified,0.725,,false
Negev | Mjölnir,The Norse Collection,classified,0.725,,true
Negev | Mjölnir,The Norse Collection,classified,0.035,,true
Negev | Mjölnir,The Norse Collection,classified,0.265,,true
Negev | Mjölnir,The Norse Collection,classified,0.110,,true
Negev | Mjölnir,The Norse Collection,classified,0.415,,false
Negev | Mjölnir,The Norse Collection,classified,0.415,,true
Negev | Nuclear Waste,The Cache Collection,industrial,0.035,,true
Negev | Nuclear Waste,The Cache Collection,industrial,0.265,,true
Negev | Nuclear Waste,The Cache Collection,industrial,0.110,,true
Negev | Nuclear Waste,The Cache Collection,industrial,0.415,,true
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.725,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.725,,true
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.035,,true
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.265,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.265,,true
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.110,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.110,,true
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.415,,false
Negev | Phoenix Stencil,The Havoc Collection,mil-spec,0.415,,true
Negev | Power Loader,The Revolver Case Collection,restricted,0.725,,true
Negev | Power Loader,The Revolver Case Collection,restricted,0.035,,true
Negev | Power Loader,The Revolver Case Collection,restricted,0.265,,true
Negev | Power Loader,The Revolver Case Collection,restricted,0.110,,true
Negev | Power Loader,The Revolver Case Collection,restricted,0.415,,true
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.725,,true
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.035,,true
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.265,,true
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.110,,true
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.415,,false
Negev | Prototype,The Prisma 2 Collection,mil-spec,0.415,,true
Negev | Raw Ceramic,The Boreal Collection,consumer,0.725,,true
Negev | Raw Ceramic,The Boreal Collection,consumer,0.035,,true
Negev | Raw Ceramic,The Boreal Collection,consumer,0.265,,true
Negev | Raw Ceramic,The Boreal Collection,consumer,0.110,,true
Negev | Raw Ceramic,The Boreal Collection,consumer,0.415,,true
Negev | Sour Grapes,The Ascent Collection,industrial,0.725,,true
Negev | Sour Grapes,The Ascent Collection,industrial,0.035,,true
Negev | Sour Grapes,The Ascent Collection,industrial,0.265,,true
Negev | Sour Grapes,The Ascent Collection,industrial,0.110,,true
Negev | Sour Grapes,The Ascent Collection,industrial,0.415,,true
Negev | Terrain,The Phoenix Collection,mil-spec,0.725,,false
Negev | Terrain,The Phoenix Collection,mil-spec,0.725,,true
Negev | Terrain,The Phoenix Collection,mil-spec,0.035,,true
Negev | Terrain,The Phoenix Collection,mil-spec,0.265,,true
Negev | Terrain,The Phoenix Collection,mil-spec,0.110,,true
Negev | Terrain,The Phoenix Collection,mil-spec,0.415,,true
Negev | Ultralight,The Fracture Collection,mil-spec,0.725,,true
Negev | Ultralight,The Fracture Collection,mil-spec,0.035,,true
Negev | Ultralight,The Fracture Collection,mil-spec,0.265,,true
Negev | Ultralight,The Fracture Collection,mil-spec,0.110,,true
Negev | Ultralight,The Fracture Collection,mil-spec,0.415,,true
Negev | Wall Bang,The Overpass 2024 Collection,industrial,0.725,,true
Negev | Wall Bang,The Overpass 2024 Collection,industrial,0.035,,true
Negev | Wall Bang,The Overpass 2024 Collection,industrial,0.265,,true
Negev | Wall Bang,The Overpass 2024 Collection,industrial,0.110,,true
Negev | Wall Bang,The Overpass 2024 Collection,industrial,0.415,,true
Negev | dev_texture,The Snakebite Collection,restricted,0.725,,true
Negev | dev_texture,The Snakebite Collection,restricted,0.035,,true
Negev | dev_texture,The Snakebite Collection,restricted,0.265,,true
Negev | dev_texture,The Snakebite Collection,restricted,0.110,,true
Negev | dev_texture,The Snakebite Collection,restricted,0.415,,false
Negev | dev_texture,The Snakebite Collection,restricted,0.415,,true
Nova | Antique,The Phoenix Collection,classified,0.035,,true
Nova | Antique,The Phoenix Collection,classified,0.265,,true
Nova | Antique,The Phoenix Collection,classified,0.110,,true
Nova | Army Sheen,The Ancient Collection,consumer,0.035,,true
Nova | Army Sheen,The Ancient Collection,consumer,0.265,,true
Nova | Army Sheen,The Ancient Collection,consumer,0.110,,true
Nova | Baroque Orange,The Canals Collection,restricted,0.725,,false
Nova | Baroque Orange,The Canals Collection,restricted,0.725,,true
Nova | Baroque Orange,The Canals Collection,restricted,0.035,,true
Nova | Baroque Orange,The Canals Collection,restricted,0.265,,false
Nova | Baroque Orange,The Canals Collection,restricted,0.265,,true
Nova | Baroque Orange,The Canals Collection,restricted,0.110,,false
Nova | Baroque Orange,The Canals Collection,restricted,0.110,,true
Nova | Baroque Orange,The Canals Collection,restricted,0.415,,true
Nova | Blaze Orange,The Militia Collection,mil-spec,0.725,,true
Nova | Blaze Orange,The Militia Collection,mil-spec,0.035,,true
Nova | Blaze Orange,The Militia Collection,mil-spec,0.265,,true
Nova | Blaze Orange,The Militia Collection,mil-spec,0.110,,true
Nova | Blaze Orange,The Militia Collection,mil-spec,0.415,,true
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.725,,false
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.725,,true
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.035,,true
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.265,,true
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.110,,true
Nova | Bloomstick,The eSports 2014 Summer Collection,classified,0.415,,true
Nova | Caged Steel,The Bank Collection,industrial,0.035,,true
Nova | Caged Steel,The Bank Collection,industrial,0.265,,true
Nova | Caged Steel,The Bank Collection,industrial,0.110,,true
Nova | Candy Apple,The Italy Collection,industrial,0.035,,true
Nova | Candy Apple,The Italy Collection,industrial,0.265,,true
Nova | Candy Apple,The Italy Collection,industrial,0.110,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.725,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.035,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.265,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.110,,true
Nova | Clear Polymer,The Operation Broken Fang Collection,restricted,0.415,,true
Nova | Dark Sigil,The Kilowatt Collection,mil-spec,0.725,,true
Nova | Dark Sigil,The Kilowatt Collection,mil-spec,0.035,,true
Nova | Dark Sigil,The Kilowatt Collection,mil-spec,0.265,,true
Nova | Dark Sigil,The Kilowatt Collection,mil-spec,0.110,,true
Nova | Dark Sigil,The Kilowatt Collection,mil-spec,0.415,,true
Nova | Exo,The Gamma Collection,mil-spec,0.725,,true
Nova | Exo,The Gamma Collection,mil-spec,0.035,,true
Nova | Exo,The Gamma Collection,mil-spec,0.265,,true
Nova | Exo,The Gamma Collection,mil-spec,0.110,,true
Nova | Exo,The Gamma Collection,mil-spec,0.415,,true
Nova | Forest Leaves,The Aztec Collection,consumer,0.725,,true
Nova | Forest Leaves,The Aztec Collection,consumer,0.035,,true
Nova | Forest Leaves,The Aztec Collection,consumer,0.265,,true
Nova | Forest Leaves,The Aztec Collection,consumer,0.110,,true
Nova | Forest Leaves,The Aztec Collection,consumer,0.415,,false
Nova | Forest Leaves,The Aztec Collection,consumer,0.415,,true
Nova | Ghost Camo,The eSports 2013 Winter Collection,mil-spec,0.035,,true
Nova | Ghost Camo,The eSports 2013 Winter Collection,mil-spec,0.265,,true
Nova | Ghost Camo,The eSports 2013 Winter Collection,mil-spec,0.110,,true
Nova | Ghost Camo,The eSports 2013 Winter Collection,mil-spec,0.415,,true
Nova | Gila,The Glove Collection,restricted,0.035,,true
Nova | Gila,The Glove Collection,restricted,0.265,,true
Nova | Gila,The Glove Collection,restricted,0.110,,true
Nova | Graphite,The Arms Deal 2 Collection,restricted,0.035,,true
Nova | Graphite,The Arms Deal 2 Collection,restricted,0.110,,true
Nova | Green Apple,The Cobblestone Collection,industrial,0.035,,true
Nova | Green Apple,The Cobblestone Collection,industrial,0.265,,true
Nova | Green Apple,The Cobblestone Collection,industrial,0.110,,true
Nova | Hyper Beast,The Wildfire Collection,classified,0.725,,true
Nova | Hyper Beast,The Wildfire Collection,classified,0.035,,true
Nova | Hyper Beast,The Wildfire Collection,classified,0.265,,true
Nova | Hyper Beast,The Wildfire Collection,classified,0.110,,true
Nova | Hyper Beast,The Wildfire Collection,classified,0.415,,true
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.725,,true
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.035,,true
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.265,,true
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.110,,true
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.415,,false
Nova | Interlock,The 2021 Vertigo Collection,mil-spec,0.415,,true
Nova | Koi,The Breakout Collection,restricted,0.035,,true
Nova | Koi,The Breakout Collection,restricted,0.265,,true
Nova | Koi,The Breakout Collection,restricted,0.110,,true
Nova | Mandrel,The 2018 Nuke Collection,consumer,0.725,,true
Nova | Mandrel,The 2018 Nuke Collection,consumer,0.035,,true
Nova | Mandrel,The 2018 Nuke Collection,consumer,0.265,,true
Nova | Mandrel,The 2018 Nuke Collection,consumer,0.110,,true
Nova | Mandrel,The 2018 Nuke Collection,consumer,0.415,,true
Nova | Marsh Grass,The Radiant Collection,consumer,0.725,,true
Nova | Marsh Grass,The Radiant Collection,consumer,0.035,,true
Nova | Marsh Grass,The Radiant Collection,consumer,0.265,,true
Nova | Marsh Grass,The Radiant Collection,consumer,0.110,,true
Nova | Marsh Grass,The Radiant Collection,consumer,0.415,,true
Nova | Modern Hunter,The Militia Collection,mil-spec,0.725,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.725,,true
Nova | Modern Hunter,The Militia Collection,mil-spec,0.035,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.035,,true
Nova | Modern Hunter,The Militia Collection,mil-spec,0.265,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.265,,true
Nova | Modern Hunter,The Militia Collection,mil-spec,0.110,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.110,,true
Nova | Modern Hunter,The Militia Collection,mil-spec,0.415,,false
Nova | Modern Hunter,The Militia Collection,mil-spec,0.415,,true
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.725,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.725,,true
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.035,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.035,,true
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.265,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.265,,true
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.110,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.110,,true
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.415,,false
Nova | Moon in Libra,The Gods and Monsters Collection,consumer,0.415,,true
Nova | Plume,The Shattered Web Collection,mil-spec,0.725,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.725,,true
Nova | Plume,The Shattered Web Collection,mil-spec,0.035,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.035,,true
Nova | Plume,The Shattered Web Collection,mil-spec,0.265,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.265,,true
Nova | Plume,The Shattered Web Collection,mil-spec,0.110,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.110,,true
Nova | Plume,The Shattered Web Collection,mil-spec,0.415,,false
Nova | Plume,The Shattered Web Collection,mil-spec,0.415,,true
Nova | Polar Mesh,The Train Collection,consumer,0.725,,false
Nova | Polar Mesh,The Train Collection,consumer,0.725,,true
Nova | Polar Mesh,The Train Collection,consumer,0.035,,false
Nova | Polar Mesh,The Train Collection,consumer,0.035,,true
Nova | Polar Mesh,The Train Collection,consumer,0.265,,false
Nova | Polar Mesh,The Train Collection,consumer,0.265,,true
Nova | Polar Mesh,The Train Collection,consumer,0.110,,false
Nova | Polar Mesh,The Train Collection,consumer,0.110,,true
Nova | Polar Mesh,The Train Collection,consumer,0.415,,false
Nova | Polar Mesh,The Train Collection,consumer,0.415,,true
Nova | Predator,The Dust 2 Collection,consumer,0.725,,false
Nova | Predator,The Dust 2 Collection,consumer,0.725,,true
Nova | Predator,The Dust 2 Collection,consumer,0.035,,false
Nova | Predator,The Dust 2 Collection,consumer,0.035,,true
Nova | Predator,The Dust 2 Collection,consumer,0.265,,false
Nova | Predator,The Dust 2 Collection,consumer,0.265,,true
Nova | Predator,The Dust 2 Collection,consumer,0.110,,false
Nova | Predator,The Dust 2 Collection,consumer,0.110,,true
Nova | Predator,The Dust 2 Collection,consumer,0.415,,true
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.725,,true
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.035,,true
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.265,,true
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.110,,true
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.415,,false
Nova | Quick Sand,The 2021 Dust 2 Collection,mil-spec,0.415,,true
Nova | Rain Station,The Train 2025 Collection,industrial,0.035,,true
Nova | Rain Station,The Train 2025 Collection,industrial,0.265,,true
Nova | Rain Station,The Train 2025 Collection,industrial,0.110,,true
Nova | Ranger,The Falchion Collection,mil-spec,0.725,,true
Nova | Ranger,The Falchion Collection,mil-spec,0.035,,true
Nova | Ranger,The Falchion Collection,mil-spec,0.265,,true
Nova | Ranger,The Falchion Collection,mil-spec,0.110,,true
Nova | Ranger,The Falchion Collection,mil-spec,0.415,,true
Nova | Red Quartz,The 2021 Train Collection,restricted,0.035,,true
Nova | Red Quartz,The 2021 Train Collection,restricted,0.265,,true
Nova | Red Quartz,The 2021 Train Collection,restricted,0.110,,true
Nova | Red Quartz,The 2021 Train Collection,restricted,0.415,,true
Nova | Rising Skull,The Winter Offensive Collection,restricted,0.725,,true
Nova | Rising Skull,The Winter Offensive Collection,restricted,0.035,,true
Nova | Rising Skull,The Winter Offensive Collection,restricted,0.265,,true
Nova | Rising Skull,The Winter Offensive Collection,restricted,0.110,,true
Nova | Rising Skull,The Winter Offensive Collection,restricted,0.415,,true
Nova | Rising Sun,The Fever Collection,restricted,0.725,,true
Nova | Rising Sun,The Fever Collection,restricted,0.035,,true
Nova | Rising Sun,The Fever Collection,restricted,0.265,,true
Nova | Rising Sun,The Fever Collection,restricted,0.110,,true
Nova | Rising Sun,The Fever Collection,restricted,0.415,,true
Nova | Rust Coat,The Havoc Collection,industrial,0.725,,true
Nova | Rust Coat,The Havoc Collection,industrial,0.035,,true
Nova | Rust Coat,The Havoc Collection,industrial,0.265,,true
Nova | Rust Coat,The Havoc Collection,industrial,0.110,,true
Nova | Rust Coat,The Havoc Collection,industrial,0.415,,true
Nova | Sand Dune,The Italy Collection,consumer,0.725,,true
Nova | Sand Dune,The Italy Collection,consumer,0.035,,true
Nova | Sand Dune,The Italy Collection,consumer,0.265,,true
Nova | Sand Dune,The Italy Collection,consumer,0.110,,true
Nova | Sand Dune,The Italy Collection,consumer,0.415,,true
