Name,Wear,PriceCents,StatTrak
AK-47 | Aquamarine Revenge,Factory New,30200,False
M4A4 | Evil Daimyo,Well-Worn,44,False
M4A4 | Evil Daimyo,Battle-Scarred,237,False
M4A4 | Eye of Horus,Factory New,72200,False
M4A4 | Eye of Horus,Minimal Wear,36814,False
M4A4 | Eye of Horus,Field-Tested,21631,False
M4A4 | Eye of Horus,Well-Worn,17177,False
M4A4 | Eye of Horus,Battle-Scarred,13600,False
M4A4 | Faded Zebra,Factory New,4000,False
M4A4 | Faded Zebra,Minimal Wear,458,False
M4A4 | Faded Zebra,Field-Tested,450,False
M4A4 | Faded Zebra,Well-Worn,1050,False
M4A4 | Faded Zebra,Battle-Scarred,535,False
M4A4 | Global Offensive,Factory New,5079,False
M4A4 | Global Offensive,Minimal Wear,3065,False
M4A4 | Global Offensive,Field-Tested,2960,False
M4A4 | Global Offensive,Battle-Scarred,3377,False
M4A4 | Griffin,Factory New,4040,False
M4A4 | Griffin,Minimal Wear,500,False
M4A4 | Griffin,Field-Tested,191,False
M4A4 | Griffin,Well-Worn,523,False
M4A4 | Griffin,Battle-Scarred,265,False
M4A4 | Hellfire,Factory New,45603,False
M4A4 | Hellfire,Minimal Wear,11903,False
M4A4 | Hellfire,Field-Tested,5500,False
M4A4 | Hellfire,Battle-Scarred,5233,False
M4A4 | Hellish,Factory New,22462,False
M4A4 | Hellish,Minimal Wear,7259,False
M4A4 | Hellish,Field-Tested,3698,False
M4A4 | Hellish,Well-Worn,1700,False
M4A4 | Hellish,Battle-Scarred,1479,False
M4A4 | In Living Color,Factory New,15493,False
M4A4 | In Living Color,Minimal Wear,2918,False
M4A4 | In Living Color,Field-Tested,700,False
M4A4 | In Living Color,Well-Worn,900,False
M4A4 | In Living Color,Battle-Scarred,582,False
M4A4 | Jungle Tiger,Factory New,2050,False
M4A4 | Jungle Tiger,Minimal Wear,1025,False
M4A4 | Jungle Tiger,Field-Tested,356,False
M4A4 | Jungle Tiger,Well-Worn,418,False
M4A4 | Jungle Tiger,Battle-Scarred,400,False
M4A4 | Magnesium,Factory New,870,False
M4A4 | Magnesium,Minimal Wear,74,False
M4A4 | Magnesium,Field-Tested,26,False
M4A4 | Magnesium,Well-Worn,12,False
M4A4 | Magnesium,Battle-Scarred,10,False
M4A4 | Mainframe,Factory New,58,False
M4A4 | Mainframe,Minimal Wear,7,False
M4A4 | Mainframe,Field-Tested,3,False
M4A4 | Mainframe,Well-Worn,3,False
M4A4 | Mainframe,Battle-Scarred,3,False
M4A4 | Modern Hunter,Factory New,48695,False
M4A4 | Modern Hunter,Minimal Wear,10026,False
M4A4 | Modern Hunter,Field-Tested,4999,False
M4A4 | Modern Hunter,Well-Worn,7981,False
M4A4 | Modern Hunter,Battle-Scarred,13700,False
M4A4 | Naval Shred Camo,Factory New,120,False
M4A4 | Naval Shred Camo,Minimal Wear,36,False
M4A4 | Naval Shred Camo,Field-Tested,21,False
M4A4 | Naval Shred Camo,Well-Worn,20,False
M4A4 | Naval Shred Camo,Battle-Scarred,10,False
M4A4 | Neo-Noir,Factory New,12288,False
M4A4 | Neo-Noir,Minimal Wear,2000,False
M4A4 | Neo-Noir,Field-Tested,704,False
M4A4 | Neo-Noir,Well-Worn,708,False
M4A4 | Neo-Noir,Battle-Scarred,600,False
M4A4 | Poly Mag,Factory New,109,False
M4A4 | Poly Mag,Minimal Wear,8,False
M4A4 | Poly Mag,Field-Tested,4,False
M4A4 | Poly Mag,Well-Worn,3,False
M4A4 | Poly Mag,Battle-Scarred,3,False
M4A4 | Polysoup,Factory New,5000,False
M4A4 | Polysoup,Minimal Wear,2430,False
M4A4 | Polysoup,Field-Tested,1165,False
M4A4 | Polysoup,Well-Worn,2740,False
M4A4 | Polysoup,Battle-Scarred,2500,False
M4A4 | Poseidon,Factory New,297500,False
M4A4 | Poseidon,Minimal Wear,125214,False
M4A4 | Poseidon,Field-Tested,116456,False
M4A4 | Radiation Hazard,Factory New,43490,False
M4A4 | Radiation Hazard,Minimal Wear,10516,False
M4A4 | Radiation Hazard,Field-Tested,3486,False
M4A4 | Radiation Hazard,Well-Worn,2800,False
M4A4 | Radiation Hazard,Battle-Scarred,2629,False
M4A4 | Red DDPAT,Factory New,11800,False
M4A4 | Red DDPAT,Minimal Wear,10002,False
M4A4 | Red DDPAT,Field-Tested,10500,False
M4A4 | Red DDPAT,Battle-Scarred,12500,False
M4A4 | Royal Paladin,Factory New,30690,False
M4A4 | Royal Paladin,Minimal Wear,5437,False
M4A4 | Royal Paladin,Field-Tested,1111,False
M4A4 | Royal Paladin,Well-Worn,2899,False
M4A4 | Royal Paladin,Battle-Scarred,1031,False
M4A4 | Sheet Lightning,Factory New,5000,False
M4A4 | Sheet Lightning,Minimal Wear,1480,False
M4A4 | Sheet Lightning,Field-Tested,446,False
M4A4 | Sheet Lightning,Well-Worn,381,False
M4A4 | Sheet Lightning,Battle-Scarred,546,False
M4A4 | Spider Lily,Factory New,7800,False
M4A4 | Spider Lily,Minimal Wear,1347,False
M4A4 | Spider Lily,Field-Tested,494,False
M4A4 | Spider Lily,Well-Worn,460,False
M4A4 | Spider Lily,Battle-Scarred,330,False
M4A4 | Steel Work,Factory New,117,False
M4A4 | Steel Work,Minimal Wear,31,False
M4A4 | Steel Work,Field-Tested,20,False
M4A4 | Steel Work,Well-Worn,18,False
M4A4 | Steel Work,Battle-Scarred,12,False
M4A4 | Temukau,Factory New,1768,False
M4A4 | Temukau,Minimal Wear,3634,False
M4A4 | Temukau,Field-Tested,793,False
M4A4 | Temukau,Well-Worn,900,False
M4A4 | Temukau,Battle-Scarred,560,False
M4A4 | The Battlestar,Factory New,16301,False
M4A4 | The Battlestar,Minimal Wear,2690,False
M4A4 | The Battlestar,Field-Tested,1092,False
M4A4 | The Battlestar,Well-Worn,1100,False
M4A4 | The Battlestar,Battle-Scarred,1052,False
M4A4 | The Coalition,Factory New,110999,False
M4A4 | The Coalition,Minimal Wear,35810,False
M4A4 | The Coalition,Field-Tested,12861,False
M4A4 | The Coalition,Well-Worn,3047,False
M4A4 | The Coalition,Battle-Scarred,3508,False
M4A4 | Urban DDPAT,Factory New,979,False
M4A4 | Urban DDPAT,Minimal Wear,48,False
M4A4 | Urban DDPAT,Field-Tested,25,False
M4A4 | Urban DDPAT,Well-Worn,23,False
M4A4 | Urban DDPAT,Battle-Scarred,36,False
M4A4 | X-Ray,Factory New,17714,False
M4A4 | X-Ray,Minimal Wear,5800,False
M4A4 | X-Ray,Field-Tested,3966,False
M4A4 | Zirka,Factory New,12857,False
M4A4 | Zirka,Minimal Wear,3535,False
M4A4 | Zirka,Field-Tested,2623,False
M4A4 | Zirka,Well-Worn,4500,False
M4A4 | 龍王 (Dragon King),Factory New,10327,False
M4A4 | 龍王 (Dragon King),Minimal Wear,2500,False
M4A4 | 龍王 (Dragon King),Field-Tested,942,False
M4A4 | 龍王 (Dragon King),Well-Worn,1178,False
M4A4 | 龍王 (Dragon King),Battle-Scarred,988,False
MAC-10 | Acid Hex,Factory New,67,False
MAC-10 | Acid Hex,Minimal Wear,48,False
MAC-10 | Acid Hex,Field-Tested,18,False
MAC-10 | Acid Hex,Well-Worn,12,False
MAC-10 | Acid Hex,Battle-Scarred,8,False
MAC-10 | Allure,Factory New,350,False
MAC-10 | Allure,Minimal Wear,55,False
MAC-10 | Allure,Field-Tested,22,False
MAC-10 | Allure,Well-Worn,19,False
MAC-10 | Allure,Battle-Scarred,17,False
MAC-10 | Aloha,Factory New,496,False
MAC-10 | Aloha,Minimal Wear,598,False
MAC-10 | Aloha,Field-Tested,358,False
MAC-10 | Amber Fade,Factory New,2399,False
MAC-10 | Amber Fade,Minimal Wear,1700,False
MAC-10 | Amber Fade,Field-Tested,1573,False
MAC-10 | Amber Fade,Well-Worn,2121,False
MAC-10 | Bronzer,Factory New,9,False
MAC-10 | Bronzer,Minimal Wear,4,False
MAC-10 | Bronzer,Field-Tested,3,False
MAC-10 | Bronzer,Well-Worn,3,False
MAC-10 | Bronzer,Battle-Scarred,3,False
MAC-10 | Button Masher,Factory New,279,False
MAC-10 | Button Masher,Minimal Wear,52,False
MAC-10 | Button Masher,Field-Tested,23,False
MAC-10 | Button Masher,Well-Worn,16,False
MAC-10 | Button Masher,Battle-Scarred,21,False
MAC-10 | Calf Skin,Factory New,25,False
MAC-10 | Calf Skin,Minimal Wear,10,False
MAC-10 | Calf Skin,Field-Tested,5,False
MAC-10 | Calf Skin,Well-Worn,5,False
MAC-10 | Calf Skin,Battle-Scarred,4,False
MAC-10 | Candy Apple,Factory New,108,False
MAC-10 | Candy Apple,Minimal Wear,44,False
MAC-10 | Candy Apple,Field-Tested,32,False
MAC-10 | Carnivore,Factory New,100,False
MAC-10 | Carnivore,Minimal Wear,26,False
MAC-10 | Carnivore,Field-Tested,27,False
MAC-10 | Carnivore,Well-Worn,18,False
MAC-10 | Carnivore,Battle-Scarred,25,False
MAC-10 | Case Hardened,Factory New,11400,False
MAC-10 | Case Hardened,Minimal Wear,10029,False
MAC-10 | Case Hardened,Field-Tested,9961,False
MAC-10 | Case Hardened,Well-Worn,376,False
MAC-10 | Case Hardened,Battle-Scarred,10800,False
MAC-10 | Classic Crate,Factory New,38,False
MAC-10 | Classic Crate,Minimal Wear,19,False
MAC-10 | Classic Crate,Field-Tested,25,False
MAC-10 | Classic Crate,Well-Worn,14,False
MAC-10 | Classic Crate,Battle-Scarred,14,False
MAC-10 | Commuter,Factory New,2998,False
MAC-10 | Commuter,Minimal Wear,1099,False
MAC-10 | Commuter,Field-Tested,911,False
MAC-10 | Commuter,Well-Worn,771,False
MAC-10 | Commuter,Battle-Scarred,1000,False
MAC-10 | Copper Borre,Factory New,21000,False
MAC-10 | Copper Borre,Field-Tested,15602,False
MAC-10 | Copper Borre,Battle-Scarred,33300,False
MAC-10 | Curse,Factory New,1458,False
MAC-10 | Curse,Minimal Wear,1931,False
MAC-10 | Curse,Field-Tested,1328,False
MAC-10 | Derailment,Factory New,1748,False
MAC-10 | Derailment,Minimal Wear,875,False
MAC-10 | Derailment,Field-Tested,350,False
MAC-10 | Derailment,Battle-Scarred,396,False
MAC-10 | Disco Tech,Factory New,3100,False
MAC-10 | Disco Tech,Minimal Wear,620,False
MAC-10 | Disco Tech,Field-Tested,252,False
MAC-10 | Disco Tech,Well-Worn,217,False
MAC-10 | Disco Tech,Battle-Scarred,235,False
MAC-10 | Echoing Sands,Factory New,123,False
MAC-10 | Echoing Sands,Minimal Wear,24,False
MAC-10 | Echoing Sands,Field-Tested,7,False
MAC-10 | Echoing Sands,Well-Worn,15,False
MAC-10 | Echoing Sands,Battle-Scarred,9,False
MAC-10 | Ensnared,Factory New,33,False
MAC-10 | Ensnared,Minimal Wear,6,False
MAC-10 | Ensnared,Field-Tested,3,False
MAC-10 | Ensnared,Well-Worn,3,False
MAC-10 | Ensnared,Battle-Scarred,3,False
MAC-10 | Fade,Factory New,11000,False
MAC-10 | Fade,Minimal Wear,11600,False
MAC-10 | Gold Brick,Factory New,10236,False
MAC-10 | Gold Brick,Minimal Wear,8190,False
MAC-10 | Gold Brick,Field-Tested,6005,False
MAC-10 | Gold Brick,Battle-Scarred,12539,False
MAC-10 | Graven,Factory New,8458,False
MAC-10 | Graven,Minimal Wear,3200,False
MAC-10 | Graven,Field-Tested,2900,False
MAC-10 | Graven,Well-Worn,3300,False
MAC-10 | Graven,Battle-Scarred,2849,False
MAC-10 | Heat,Factory New,2572,False
MAC-10 | Heat,Minimal Wear,1191,False
MAC-10 | Heat,Field-Tested,475,False
MAC-10 | Heat,Well-Worn,362,False
MAC-10 | Heat,Battle-Scarred,299,False
MAC-10 | Hot Snakes,Factory New,41999,False
MAC-10 | Hot Snakes,Minimal Wear,80000,False
MAC-10 | Hot Snakes,Field-Tested,28000,False
MAC-10 | Indigo,Factory New,3700,False
MAC-10 | Indigo,Minimal Wear,440,False
MAC-10 | Indigo,Field-Tested,251,False
MAC-10 | Indigo,Well-Worn,300,False
MAC-10 | Lapis Gator,Factory New,149,False
MAC-10 | Lapis Gator,Minimal Wear,94,False
MAC-10 | Lapis Gator,Field-Tested,73,False
MAC-10 | Lapis Gator,Well-Worn,73,False
MAC-10 | Lapis Gator,Battle-Scarred,84,False
MAC-10 | Last Dive,Factory New,549,False
MAC-10 | Last Dive,Minimal Wear,338,False
MAC-10 | Last Dive,Field-Tested,182,False
MAC-10 | Last Dive,Well-Worn,169,False
MAC-10 | Last Dive,Battle-Scarred,136,False
MAC-10 | Light Box,Factory New,51,False
MAC-10 | Light Box,Minimal Wear,11,False
MAC-10 | Light Box,Field-Tested,5,False
MAC-10 | Light Box,Well-Worn,4,False
MAC-10 | Light Box,Battle-Scarred,4,False
MAC-10 | Malachite,Factory New,872,False
MAC-10 | Malachite,Minimal Wear,587,False
MAC-10 | Malachite,Field-Tested,300,False
MAC-10 | Malachite,Well-Worn,146,False
MAC-10 | Malachite,Battle-Scarred,141,False
MAC-10 | Monkeyflage,Factory New,44,False
MAC-10 | Monkeyflage,Minimal Wear,3,False
MAC-10 | Monkeyflage,Field-Tested,3,False
MAC-10 | Monkeyflage,Well-Worn,3,False
MAC-10 | Monkeyflage,Battle-Scarred,3,False
MAC-10 | Neon Rider,Factory New,274,False
MAC-10 | Neon Rider,Minimal Wear,987,False
MAC-10 | Neon Rider,Field-Tested,555,False
MAC-10 | Neon Rider,Well-Worn,1269,False
MAC-10 | Nuclear Garden,Factory New,1778,False
MAC-10 | Nuclear Garden,Minimal Wear,1373,False
MAC-10 | Nuclear Garden,Field-Tested,739,False
MAC-10 | Nuclear Garden,Well-Worn,1180,False
MAC-10 | Nuclear Garden,Battle-Scarred,663,False
MAC-10 | Oceanic,Factory New,70,False
MAC-10 | Oceanic,Minimal Wear,33,False
MAC-10 | Oceanic,Field-Tested,13,False
MAC-10 | Oceanic,Well-Worn,13,False
MAC-10 | Oceanic,Battle-Scarred,10,False
MAC-10 | Palm,Factory New,75,False
MAC-10 | Palm,Minimal Wear,12,False
MAC-10 | Palm,Field-Tested,4,False
MAC-10 | Palm,Well-Worn,3,False
MAC-10 | Palm,Battle-Scarred,3,False
MAC-10 | Pipe Down,Factory New,370,False
MAC-10 | Pipe Down,Minimal Wear,96,False
MAC-10 | Pipe Down,Field-Tested,39,False
MAC-10 | Pipe Down,Well-Worn,34,False
MAC-10 | Pipe Down,Battle-Scarred,33,False
MAC-10 | Pipsqueak,Factory New,435,False
MAC-10 | Pipsqueak,Minimal Wear,119,False
MAC-10 | Pipsqueak,Field-Tested,45,False
MAC-10 | Pipsqueak,Well-Worn,33,False
MAC-10 | Pipsqueak,Battle-Scarred,31,False
MAC-10 | Poplar Thicket,Factory New,310,False
MAC-10 | Poplar Thicket,Minimal Wear,210,False
MAC-10 | Poplar Thicket,Field-Tested,90,False
MAC-10 | Poplar Thicket,Well-Worn,51,False
MAC-10 | Poplar Thicket,Battle-Scarred,40,False
MAC-10 | Propaganda,Factory New,9999,False
MAC-10 | Propaganda,Minimal Wear,6675,False
MAC-10 | Propaganda,Field-Tested,5600,False
MAC-10 | Propaganda,Well-Worn,5400,False
MAC-10 | Propaganda,Battle-Scarred,4171,False
MAC-10 | Rangeen,Factory New,102,False
MAC-10 | Rangeen,Field-Tested,17,False
MAC-10 | Rangeen,Battle-Scarred,162,False
MAC-10 | Silver,Factory New,54,False
MAC-10 | Silver,Minimal Wear,80,False
MAC-10 | Stalker,Factory New,9999,False
MAC-10 | Stalker,Minimal Wear,3090,False
MAC-10 | Stalker,Field-Tested,1473,False
MAC-10 | Stalker,Well-Worn,1209,False
MAC-10 | Stalker,Battle-Scarred,1202,False
MAC-10 | Storm Camo,Factory New,9,False
MAC-10 | Storm Camo,Minimal Wear,5,False
MAC-10 | Storm Camo,Field-Tested,3,False
MAC-10 | Storm Camo,Well-Worn,3,False
MAC-10 | Storm Camo,Battle-Scarred,3,False
MAC-10 | Strats,Factory New,87,False
MAC-10 | Strats,Minimal Wear,100,False
MAC-10 | Strats,Field-Tested,60,False
MAC-10 | Strats,Well-Worn,93,False
MAC-10 | Strats,Battle-Scarred,63,False
MAC-10 | Surfwood,Factory New,909,False
MAC-10 | Surfwood,Minimal Wear,499,False
MAC-10 | Surfwood,Field-Tested,460,False
MAC-10 | Surfwood,Well-Worn,586,False
MAC-10 | Surfwood,Battle-Scarred,460,False
MAC-10 | Tatter,Factory New,1405,False
MAC-10 | Tatter,Minimal Wear,1374,False
MAC-10 | Tatter,Field-Tested,800,False
MAC-10 | Tornado,Factory New,6507,False
MAC-10 | Tornado,Minimal Wear,538,False
MAC-10 | Tornado,Field-Tested,370,False
MAC-10 | Tornado,Well-Worn,595,False
MAC-10 | Tornado,Battle-Scarred,225,False
MAC-10 | Toybox,Factory New,8757,False
MAC-10 | Toybox,Minimal Wear,1899,False
MAC-10 | Toybox,Field-Tested,760,False
MAC-10 | Toybox,Well-Worn,577,False
MAC-10 | Toybox,Battle-Scarred,560,False
MAC-10 | Ultraviolet,Factory New,4299,False
MAC-10 | Ultraviolet,Minimal Wear,589,False
MAC-10 | Ultraviolet,Field-Tested,210,False
MAC-10 | Ultraviolet,Well-Worn,400,False
MAC-10 | Ultraviolet,Battle-Scarred,179,False
MAC-10 | Urban DDPAT,Factory New,3622,False
MAC-10 | Urban DDPAT,Minimal Wear,432,False
MAC-10 | Urban DDPAT,Field-Tested,204,False
MAC-10 | Urban DDPAT,Battle-Scarred,211,False
MAC-10 | Whitefish,Factory New,87,False
MAC-10 | Whitefish,Minimal Wear,35,False
MAC-10 | Whitefish,Field-Tested,20,False
MAC-10 | Whitefish,Well-Worn,17,False
MAC-10 | Whitefish,Battle-Scarred,17,False
MAG-7 | BI83 Spectrum,Factory New,1173,False
MAG-7 | BI83 Spectrum,Minimal Wear,317,False
MAG-7 | BI83 Spectrum,Field-Tested,183,False
MAG-7 | BI83 Spectrum,Well-Worn,113,False
MAG-7 | BI83 Spectrum,Battle-Scarred,1646,False
MAG-7 | Bulldozer,Factory New,16432,False
MAG-7 | Bulldozer,Minimal Wear,4999,False
MAG-7 | Bulldozer,Field-Tested,1400,False
MAG-7 | Bulldozer,Well-Worn,10000,False
MAG-7 | Bulldozer,Battle-Scarred,1181,False
MAG-7 | Carbon Fiber,Factory New,510,False
MAG-7 | Carbon Fiber,Minimal Wear,600,False
MAG-7 | Chainmail,Factory New,3543,False
MAG-7 | Chainmail,Minimal Wear,3782,False
MAG-7 | Chainmail,Field-Tested,3984,False
MAG-7 | Cinquedea,Factory New,72500,False
MAG-7 | Cinquedea,Minimal Wear,62289,False
MAG-7 | Cinquedea,Field-Tested,57000,False
MAG-7 | Cinquedea,Well-Worn,55000,False
MAG-7 | Cobalt Core,Factory New,111,False
MAG-7 | Cobalt Core,Minimal Wear,258,False
MAG-7 | Cobalt Core,Field-Tested,25,False
MAG-7 | Cobalt Core,Well-Worn,17,False
MAG-7 | Cobalt Core,Battle-Scarred,22,False
MAG-7 | Copper Coated,Factory New,300,False
MAG-7 | Copper Coated,Minimal Wear,149,False
MAG-7 | Copper Coated,Field-Tested,37,False
MAG-7 | Copper Coated,Well-Worn,30,False
MAG-7 | Copper Coated,Battle-Scarred,27,False
MAG-7 | Copper Oxide,Factory New,10,False
MAG-7 | Copper Oxide,Minimal Wear,4,False
MAG-7 | Copper Oxide,Field-Tested,3,False
MAG-7 | Copper Oxide,Well-Worn,3,False
MAG-7 | Copper Oxide,Battle-Scarred,3,False
MAG-7 | Core Breach,Factory New,839,False
MAG-7 | Core Breach,Minimal Wear,265,False
MAG-7 | Core Breach,Field-Tested,51,False
MAG-7 | Core Breach,Well-Worn,43,False
MAG-7 | Core Breach,Battle-Scarred,36,False
MAG-7 | Counter Terrace,Factory New,22029,False
MAG-7 | Firestarter,Factory New,1500,False
MAG-7 | Firestarter,Minimal Wear,275,False
MAG-7 | Firestarter,Field-Tested,125,False
MAG-7 | Firestarter,Battle-Scarred,1000,False
MAG-7 | Foresight,Factory New,21,False
MAG-7 | Foresight,Minimal Wear,7,False
MAG-7 | Foresight,Field-Tested,3,False
MAG-7 | Foresight,Well-Worn,3,False
MAG-7 | Foresight,Battle-Scarred,3,False
MAG-7 | Hard Water,Factory New,550,False
MAG-7 | Hard Water,Minimal Wear,473,False
MAG-7 | Hard Water,Well-Worn,199,False
MAG-7 | Hazard,Factory New,12500,False
MAG-7 | Hazard,Minimal Wear,2400,False
MAG-7 | Hazard,Field-Tested,1448,False
MAG-7 | Hazard,Well-Worn,6700,False
MAG-7 | Hazard,Battle-Scarred,4151,False
MAG-7 | Heat,Factory New,400,False
MAG-7 | Heat,Minimal Wear,158,False
MAG-7 | Heat,Field-Tested,55,False
MAG-7 | Heat,Well-Worn,52,False
MAG-7 | Heat,Battle-Scarred,46,False
MAG-7 | Heaven Guard,Factory New,238,False
MAG-7 | Heaven Guard,Minimal Wear,96,False
MAG-7 | Heaven Guard,Field-Tested,49,False
MAG-7 | Heaven Guard,Well-Worn,60,False
MAG-7 | Insomnia,Factory New,28,False
MAG-7 | Insomnia,Minimal Wear,6,False
MAG-7 | Insomnia,Field-Tested,3,False
MAG-7 | Insomnia,Well-Worn,3,False
MAG-7 | Insomnia,Battle-Scarred,3,False
MAG-7 | Irradiated Alert,Factory New,2483,False
MAG-7 | Irradiated Alert,Minimal Wear,330,False
MAG-7 | Irradiated Alert,Field-Tested,162,False
MAG-7 | Irradiated Alert,Well-Worn,225,False
MAG-7 | Justice,Factory New,2251,False
MAG-7 | Justice,Minimal Wear,700,False
MAG-7 | Justice,Field-Tested,215,False
MAG-7 | Justice,Well-Worn,198,False
MAG-7 | Justice,Battle-Scarred,195,False
MAG-7 | Memento,Factory New,539,False
MAG-7 | Memento,Minimal Wear,384,False
MAG-7 | Memento,Field-Tested,2000,False
MAG-7 | Metallic DDPAT,Factory New,55,False
MAG-7 | Metallic DDPAT,Minimal Wear,45,False
MAG-7 | Monster Call,Factory New,225,False
MAG-7 | Monster Call,Minimal Wear,60,False
MAG-7 | Monster Call,Field-Tested,23,False
MAG-7 | Monster Call,Well-Worn,19,False
MAG-7 | Monster Call,Battle-Scarred,18,False
MAG-7 | Navy Sheen,Factory New,76,False
MAG-7 | Navy Sheen,Minimal Wear,58,False
MAG-7 | Navy Sheen,Field-Tested,54,False
MAG-7 | Navy Sheen,Well-Worn,53,False
MAG-7 | Navy Sheen,Battle-Scarred,76,False
MAG-7 | Petroglyph,Factory New,278,False
MAG-7 | Petroglyph,Minimal Wear,52,False
MAG-7 | Petroglyph,Field-Tested,40,False
MAG-7 | Petroglyph,Well-Worn,41,False
MAG-7 | Popdog,Factory New,34,False
MAG-7 | Popdog,Minimal Wear,19,False
MAG-7 | Popdog,Field-Tested,41,False
MAG-7 | Popdog,Battle-Scarred,13,False
MAG-7 | Praetorian,Factory New,831,False
MAG-7 | Praetorian,Minimal Wear,573,False
MAG-7 | Praetorian,Field-Tested,599,False
MAG-7 | Prism Terrace,Factory New,5472,False
MAG-7 | Prism Terrace,Minimal Wear,4420,False
MAG-7 | Prism Terrace,Field-Tested,4631,False
MAG-7 | Resupply,Factory New,39,False
MAG-7 | Resupply,Minimal Wear,8,False
MAG-7 | Resupply,Field-Tested,3,False
MAG-7 | Resupply,Well-Worn,3,False
MAG-7 | Resupply,Battle-Scarred,3,False
MAG-7 | Rust Coat,Factory New,7,False
MAG-7 | Rust Coat,Minimal Wear,3,False
MAG-7 | Rust Coat,Field-Tested,3,False
MAG-7 | Rust Coat,Well-Worn,3,False
MAG-7 | Rust Coat,Battle-Scarred,3,False
MAG-7 | SWAG-7,Factory New,246,False
MAG-7 | SWAG-7,Minimal Wear,90,False
MAG-7 | SWAG-7,Field-Tested,39,False
MAG-7 | SWAG-7,Well-Worn,38,False
MAG-7 | SWAG-7,Battle-Scarred,60,False
MAG-7 | Sand Dune,Factory New,10000,False
MAG-7 | Sand Dune,Minimal Wear,394,False
MAG-7 | Sand Dune,Field-Tested,153,False
MAG-7 | Sand Dune,Well-Worn,201,False
MAG-7 | Sand Dune,Battle-Scarred,289,False
MAG-7 | Seabird,Factory New,719,False
MAG-7 | Seabird,Minimal Wear,699,False
MAG-7 | Seabird,Field-Tested,275,False
MAG-7 | Seabird,Well-Worn,249,False
MAG-7 | Seabird,Battle-Scarred,238,False
MAG-7 | Silver,Factory New,1996,False
MP7 | Abyssal Apparition,Factory New,971,False
MP7 | Abyssal Apparition,Minimal Wear,264,False
MP7 | Abyssal Apparition,Field-Tested,110,False
MP7 | Abyssal Apparition,Well-Worn,111,False
MP7 | Abyssal Apparition,Battle-Scarred,147,False
MP7 | Akoben,Factory New,58,False
MP7 | Akoben,Minimal Wear,48,False
MP7 | Akoben,Field-Tested,27,False
MP7 | Akoben,Well-Worn,25,False
MP7 | Akoben,Battle-Scarred,19,False
MP7 | Anodized Navy,Factory New,185,False
MP7 | Anodized Navy,Minimal Wear,219,False
MP7 | Armor Core,Factory New,8,False
MP7 | Armor Core,Minimal Wear,21,False
MP7 | Armor Core,Field-Tested,9,False
MP7 | Armor Core,Well-Worn,14,False
MP7 | Armor Core,Battle-Scarred,13,False
MP7 | Asterion,Factory New,622,False
MP7 | Asterion,Minimal Wear,507,False
MP7 | Asterion,Field-Tested,466,False
MP7 | Asterion,Well-Worn,1250,False
MP7 | Asterion,Battle-Scarred,483,False
MP7 | Astrolabe,Factory New,323,False
MP7 | Astrolabe,Minimal Wear,90,False
MP7 | Astrolabe,Field-Tested,34,False
MP7 | Astrolabe,Well-Worn,35,False
MP7 | Astrolabe,Battle-Scarred,13,False
MP7 | Bloodsport,Factory New,1230,False
MP7 | Bloodsport,Minimal Wear,315,False
MP7 | Bloodsport,Field-Tested,165,False
MP7 | Bloodsport,Well-Worn,313,False
MP7 | Bloodsport,Battle-Scarred,258,False
MP7 | Cirrus,Factory New,91,False
MP7 | Cirrus,Minimal Wear,44,False
MP7 | Cirrus,Field-Tested,26,False
MP7 | Cirrus,Well-Worn,40,False
MP7 | Cirrus,Battle-Scarred,35,False
MP7 | Fade,Factory New,950,False
MP7 | Fade,Minimal Wear,328,False
MP7 | Fade,Field-Tested,312,False
MP7 | Forest DDPAT,Factory New,39,False
MP7 | Forest DDPAT,Minimal Wear,3,False
MP7 | Forest DDPAT,Field-Tested,3,False
MP7 | Forest DDPAT,Well-Worn,3,False
MP7 | Forest DDPAT,Battle-Scarred,3,False
MP7 | Full Stop,Factory New,6900,False
MP7 | Full Stop,Minimal Wear,6699,False
MP7 | Full Stop,Field-Tested,6599,False
MP7 | Full Stop,Well-Worn,8800,False
MP7 | Groundwater,Factory New,3637,False
MP7 | Groundwater,Minimal Wear,1300,False
MP7 | Groundwater,Well-Worn,1500,False
MP7 | Groundwater,Battle-Scarred,379,False
MP7 | Guerrilla,Factory New,499,False
MP7 | Guerrilla,Minimal Wear,500,False
MP7 | Guerrilla,Field-Tested,110,False
MP7 | Guerrilla,Well-Worn,70,False
MP7 | Guerrilla,Battle-Scarred,80,False
MP7 | Gunsmoke,Factory New,1299,False
MP7 | Gunsmoke,Minimal Wear,280,False
MP7 | Gunsmoke,Field-Tested,135,False
MP7 | Gunsmoke,Well-Worn,151,False
MP7 | Gunsmoke,Battle-Scarred,222,False
MP7 | Impire,Factory New,865,False
MP7 | Impire,Minimal Wear,428,False
MP7 | Impire,Field-Tested,269,False
MP7 | Impire,Well-Worn,269,False
MP7 | Just Smile,Factory New,275,False
MP7 | Just Smile,Minimal Wear,98,False
MP7 | Just Smile,Field-Tested,51,False
MP7 | Just Smile,Well-Worn,50,False
MP7 | Just Smile,Battle-Scarred,51,False
MP7 | Mischief,Minimal Wear,52,False
MP7 | Mischief,Field-Tested,21,False
MP7 | Mischief,Well-Worn,17,False
MP7 | Mischief,Battle-Scarred,14,False
